round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
10,0.21227160701012698,0.21227163,0.45112218397744697,0.45112222,50,0.2,10,50,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.0008062479239579194,0.0008062478,0.03443680669790964,0.03443681,10,0,30,20,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.06319173953300032,0.063191734,4.978811264038086,4.9788113,300,0.2,30,20,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.7733465920295223,0.7733466,22.503780161001668,22.50378,10,0.2,10,128,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.09966887908255702,0.099668875,0.40979177438110254,0.4097918,10,0.2,10,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.24096202641395625,0.24096203,11.237692386652371,11.237692,20,0,10,128,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.004903465591893425,0.0049034655,1.752682592783424,1.7526826,20,0.2,50,20,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.0018476824567402366,0.0018476824,0.018360877988038597,0.01836088,100,0,50,50,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,52.24913490478403,52.24914,2852.5903197401058,2852.5903,10,0,100,128,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.006494665499501673,0.0064946655,0.6394039720574521,0.63940394,20,0,100,50,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.0008578181783995175,0.0008578182,0.049470303355288105,0.0494703,50,0.2,100,128,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.0002938668041471117,0.00029386682,0.0011752750724554062,0.0011752751,300,0,30,20,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.01747247025824231,0.017472468,0.06493611454526946,0.06493612,10,0.2,10,50,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.03279097911616533,0.03279098,10.073519340398148,10.073519,50,0.2,50,128,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.02642369650414289,0.026423693,0.05429047859788681,0.054290473,100,0,30,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.005571336045558822,0.0055713365,0.10656332224607468,0.10656332,300,0,50,128,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.00041521824784645627,0.00041521827,0.007629196625202894,0.0076291966,300,0,100,20,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.0066056440913417405,0.006605644,0.0014338975039062014,0.0014338974,100,0.2,10,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.004367652136103913,0.004367652,0.06666123591687369,0.06666124,100,0,100,128,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.0642189106103239,0.06421891,0.1979795674914899,0.19797955,10,0,100,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.0047086891288631956,0.004708689,0.10384430023205253,0.10384431,50,0.2,30,20,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,26.95072538650344,26.950724,28.352020263671875,28.35202,300,0,10,50,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.37302975054156734,0.37302977,3.214943037270019,3.2149427,20,0,100,20,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.031960982904937874,0.03196098,0.2782811447515251,0.27828115,50,0,10,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.11918423143370126,0.11918424,1.0717391967773438,1.0717392,300,0,30,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.060620941799065284,0.060620945,45.87767476620881,45.87767,50,0.2,100,128,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.010709938424814672,0.010709939,0.021502188169715566,0.021502187,100,0.2,30,20,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.008245628471469087,0.008245628,0.06902482360601425,0.06902482,300,0.2,50,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.0012052807451322042,0.0012052807,0.006538892232795588,0.006538892,50,0.2,100,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.005700420846860182,0.005700422,0.16529312580014052,0.16529313,10,0,50,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,3.75934127160104,3.7593412,6.456446647644043,6.4564466,300,0,10,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.007819025852885853,0.007819026,0.03437745417555019,0.034377452,50,0.2,30,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
