round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
10,0.0015530748680569505,0.0015530749,0.0034026351072881595,0.0034026352,50,0,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.23670625248376062,0.23670623,0.7100778818130493,0.7100779,300,0,50,128,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.07037531229092137,0.07037531,78.29247828761497,78.29247,10,0.2,100,20,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.0006179215090335621,0.00061792147,0.003750098204374852,0.0037500984,50,0,100,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.031953763613915616,0.031953763,1.3271279335021973,1.3271279,300,0,100,20,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.008320466298541492,0.008320467,0.014915326032338732,0.014915327,50,0,50,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.02439054034595542,0.024390547,0.6893576427127224,0.68935764,20,0.2,10,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.010475028287413913,0.010475027,0.028233945190188396,0.028233945,50,0,50,20,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.0036716455600553136,0.0036716457,0.019041602034121752,0.019041602,50,0.2,30,50,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.002693651379291516,0.0026936515,0.006249697239373822,0.006249697,100,0,10,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.007395764901850592,0.007395765,0.35357243159269713,0.35357243,50,0,30,128,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,12.911825755063225,12.911825,115.295654296875,115.295654,300,0.2,10,50,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.9755648856653887,0.97556484,0.01635388843715191,0.016353888,300,0,100,50,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.00910912111387862,0.009109122,0.08511716789420111,0.08511717,50,0,10,128,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.00040568218055876275,0.00040568213,0.0010322091118460633,0.0010322091,50,0,30,20,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.06835111693533905,0.06835112,2.3899824504392693,2.3899822,100,0,30,128,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.01945733976112131,0.01945734,0.3124359526548041,0.31243595,100,0.2,50,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.004659142228774726,0.0046591423,1.4735222771225205,1.4735223,100,0,50,50,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.003001485887045205,0.003001486,0.002710378925170166,0.002710379,50,0,50,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.00020819870170431815,0.00020819872,0.001431018696166575,0.0014310187,300,0,100,128,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.012697572326835464,0.012697575,0.7050900865032013,0.70509005,50,0.2,100,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.002169484121944098,0.0021694838,0.0047289665412516835,0.0047289664,50,0,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.002600896596799002,0.0026008964,0.0408727303147316,0.04087273,300,0.2,100,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.016212045173982486,0.016212046,0.16433938413140287,0.1643394,50,0,100,50,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.010251240914358813,0.01025124,0.09096202900610774,0.09096203,50,0.2,50,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
