round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
10,73.10364546651734,73.103645,221.11233459876863,221.11232,100,0,10,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.4308973396799378,0.43089736,2.527679431912125,2.5276794,100,0,50,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.014255613604470477,0.014255613,0.10933817004081824,0.109338164,10,0,10,128,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,44.40963345212121,44.409634,385.5743103027344,385.5743,300,0,10,50,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,55.021738222540534,55.021736,271.945928308348,271.94592,100,0.2,10,50,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.32062857634072855,0.32062855,30.504165649414062,30.504166,300,0,100,128,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.013839541214300132,0.013839537,0.044274806482902426,0.04427481,20,0,50,50,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.04121440534088691,0.041214406,0.09681669440095787,0.0968167,100,0.2,30,20,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.026876865626489364,0.026876865,0.3421321511268616,0.34213215,300,0,100,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.1295522735852291,0.12955227,0.8313451273157108,0.8313451,50,0,50,128,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.058973301797551295,0.058973297,0.16729549787297154,0.1672955,100,0.2,100,20,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.021506669307923894,0.021506667,0.11658972734546856,0.11658973,10,0.2,10,50,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,4.170630727115617,4.170631,1.4536869525909424,1.453687,300,0,30,50,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.12569309039851548,0.1256931,15.190179167993811,15.190179,100,0,100,128,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,103.41074379846509,103.41074,1039.4976806640625,1039.4977,300,0.2,100,128,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,1.7398825467297578,1.7398826,12.433306694030762,12.433307,300,0.2,30,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.00243124029846675,0.0024312404,0.017156604227196698,0.017156605,100,0,100,128,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.00037482287031494524,0.0003748229,0.0018128033917064205,0.0018128032,20,0,10,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.0023117707254621286,0.0023117706,0.00974483381870468,0.009744834,20,0.2,30,128,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,3.4950742810189057,3.495074,52.01150851218116,52.01151,100,0.2,50,50,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.010861163314078765,0.010861163,0.05732678400124392,0.057326782,10,0,30,128,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,5.1732105362371,5.1732097,5.21524694581695,5.2152467,50,0.2,50,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.13743074867029614,0.13743076,0.36470308366990245,0.36470306,50,0.2,100,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.1177912550150905,0.11779125,0.589855839726546,0.58985585,20,0.2,30,128,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,1.7293059528150967,1.7293057,11.365115815835283,11.365116,10,0,50,128,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,1.627348658320629,1.6273487,2.3142693042755127,2.3142693,300,0,50,20,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.00229344200204407,0.002293442,0.01574097983446589,0.01574098,20,0,50,128,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,2.0336555823074396,2.0336552,9.066170881915566,9.06617,100,0.2,50,50,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,32.338963407787695,32.338963,1.0181928142806551,1.0181928,50,0,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.01462036989573874,0.014620367,2.006970720718744,2.0069706,50,0.2,100,50,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.017813481175821953,0.017813478,0.05615922687760252,0.056159228,20,0.2,10,20,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.11656540690412309,0.11656541,0.0704014842577328,0.07040149,100,0,10,20,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.5175779684547155,0.517578,4.323710400537149,4.3237104,100,0,10,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.00835067458488878,0.008350674,0.09117009187277579,0.09117009,20,0.2,100,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.019566858890137487,0.019566864,0.037947919531201094,0.037947915,20,0.2,30,20,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,1.244983054475935,1.2449831,0.12514444435669098,0.12514444,50,0,50,50,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
