round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
10,0.005301248537940847,0.0053012506,0.02434725747512215,0.024347255,10,0.2,10,20,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.062359549443830146,0.062359545,0.6343499422073364,0.63434994,300,0.2,10,20,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.0001909110606019863,0.00019091106,0.0008526219137232093,0.0008526219,100,0,50,20,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.0005525199665397452,0.00055252,0.0025594395119696856,0.0025594395,50,0,100,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.0010403776639076278,0.0010403777,0.029810958322794998,0.029810961,50,0.2,100,50,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.025974306357134123,0.025974307,0.1940867304801941,0.19408673,300,0.2,30,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.06564599780032625,0.06564599,0.4898503080886953,0.4898503,10,0,30,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.0563301374026932,0.056330137,1.0830140113830566,1.083014,300,0,50,50,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.00017677442037706642,0.00017677443,0.0007861246738363715,0.0007861246,100,0.2,30,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.07558703191490991,0.07558703,1.6411762518041275,1.6411761,10,0,100,50,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
50,0.002496235370649642,0.002496235,0.16173483431339264,0.16173483,300,0.2,50,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.0010258865919438001,0.0010258866,3.7021700394894546,3.70217,20,0,50,128,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.028524526375785602,0.028524527,0.30542469024658203,0.3054247,300,0,50,128,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.0576570449435204,0.057657044,0.3522135764360428,0.3522136,50,0.2,50,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,0.0010628251950459656,0.001062825,0.0009244762768503278,0.0009244763,10,0,10,50,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.0014308227104601885,0.0014308227,0.004834833554923534,0.0048348336,300,0.2,30,20,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.0002065864779747124,0.00020658647,0.0007603698896298952,0.0007603699,100,0,100,50,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.0006115333838770685,0.0006115334,0.0010562481064185063,0.0010562481,20,0.2,10,50,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.07513696511885112,0.07513695,0.8591987771146438,0.8591988,10,0.2,50,50,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.000320645353396333,0.00032064534,0.002009918447583914,0.0020099184,300,0,30,20,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.06859080252016395,0.068590805,0.4124349355697632,0.41243494,300,0,10,50,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.07573570192400966,0.07573571,0.5911728012211183,0.5911729,10,0.2,50,50,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.06666666437882679,0.06666668,0.2350491679766599,0.23504917,10,0,30,50,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,0.021459248575144325,0.02145925,0.174580843461787,0.17458084,50,0,10,128,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.0022809149594386034,0.0022809145,2.249196772901889,2.2491968,10,0,30,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.01896312968980226,0.018963128,0.023949766531586647,0.023949767,300,0.2,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.0016156736219859486,0.0016156738,0.002327032116762198,0.0023270324,10,0,50,128,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.06365823510302301,0.06365825,0.6827168177594157,0.68271685,10,0,100,50,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.07913525505851725,0.079135254,0.1847708764321664,0.18477087,10,0,50,20,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.026831643350007248,0.026831644,3.130120912018944,3.1301208,100,0.2,100,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.0004285938098625201,0.00042859383,0.0007993727809020236,0.0007993727,10,0.2,100,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.24636349597634458,0.24636349,0.7401436567306519,0.74014366,300,0.2,10,50,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
100,0.07070976884112505,0.07070979,180.27720295572107,180.27722,10,0.2,100,128,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
100,0.028414955537471254,0.02841496,0.26613417793722716,0.26613417,100,0.2,100,128,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.009414882256097741,0.009414882,0.014862140366698013,0.014862139,20,0,50,20,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.03985707928860817,0.039857082,0.17010574218104868,0.17010574,50,0,30,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.06825198788916872,0.06825199,0.32135463243021684,0.3213546,10,0,30,20,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.06440136985869702,0.06440137,0.25670480114572186,0.2567048,20,0.2,100,128,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.059724574903151854,0.059724577,1.0250990767689312,1.025099,50,0,100,50,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.01232801919633692,0.0123280175,0.02568599515978028,0.025685994,100,0,100,50,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.0003125372531406801,0.00031253728,0.01405500149463906,0.0140550025,20,0,50,128,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
50,0.029382975843033135,0.02938298,3.666806192959056,3.6668062,100,0.2,50,50,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,0.03379654837635693,0.033796545,0.2378391956581789,0.23783919,20,0,30,128,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,0.015473607907077172,0.015473606,0.029483175863895345,0.029483173,50,0.2,10,50,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.0026931010792305,0.0026931013,0.12016997982830029,0.120169975,50,0,30,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
50,0.00018142602948234294,0.00018142603,0.0019223997780286213,0.0019223999,100,0.2,50,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,0.06198993280988809,0.061989926,0.9889271417084862,0.9889271,20,0,30,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
100,0.0820864595532898,0.08208646,0.19804610947475715,0.19804609,10,0,100,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
30,0.0004652698512006103,0.00046526984,0.0012790574657949893,0.0012790575,100,0,30,20,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
