,round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
0,100,0.015695131550020225,0.015695134177803993,0.01674692895238763,0.01674693077802658,100,0.2,100,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
1,30,1.8750637754465567,1.8750636577606201,35.141070915373746,35.14106750488281,20,0.2,30,20,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
2,10,0.023452497298611142,0.023452499881386757,0.04609257283787064,0.046092573553323746,50,0.0,10,50,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
3,50,0.5310937343476874,0.5310937762260437,19.172117442879454,19.172119140625,50,0.2,50,128,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
4,10,14.124050526813948,14.124053001403809,200.4477113130077,200.4477081298828,50,0.2,10,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
5,30,0.32208366553579565,0.32208365201950073,6.496126035980831,6.496126174926758,100,0.0,30,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
6,100,0.0002555344543734835,0.00025553442537784576,0.0018888895653515116,0.0018888895865529776,50,0.0,100,20,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
7,50,0.32433842460462153,0.324338436126709,6.748691558837891,6.748691558837891,300,0.0,50,128,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
8,100,8785495.091255184,8785497.0,12857270.187913908,12857271.0,10,0.0,100,128,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
9,50,0.05545089296913502,0.05545089766383171,0.5792619155732212,0.5792619585990906,100,0.0,50,128,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,30,0.04792537511807614,0.04792536795139313,0.02926844111119477,0.02926844172179699,10,0.0,30,128,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
11,100,0.04186815483197847,0.04186815395951271,0.09967797036769967,0.09967796504497528,10,0.0,100,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
12,50,0.002420452206575599,0.0024204524233937263,0.12074337998368093,0.12074337899684906,50,0.2,50,20,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
13,30,0.004825742790634747,0.004825742915272713,0.07302424030082412,0.07302423566579819,20,0.0,30,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
14,10,0.10153490617926679,0.1015348955988884,0.1875799149891596,0.1875799149274826,10,0.2,10,20,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
15,30,0.06293732923590561,0.06293733417987823,0.16321026479566333,0.16321027278900146,50,0.2,30,128,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
16,100,0.3907598555295773,0.3907598555088043,0.558195225242217,0.5581952333450317,10,0.2,100,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
17,50,0.024641709713798473,0.024641716852784157,0.029404003456827033,0.02940400317311287,20,0.0,50,50,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
18,10,6.257483151765561,6.25748348236084,26.09655047686684,26.09654998779297,50,0.0,10,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
19,100,0.0966451428692137,0.09664513915777206,3.722834825515747,3.722834825515747,300,0.2,100,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
20,100,0.018307560680911886,0.018307561054825783,0.46307847301000793,0.46307846903800964,50,0.2,100,128,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
21,50,52.81721237091327,52.81721496582031,7.753118615671499,7.753118991851807,20,0.2,50,128,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
22,10,0.09800926587617087,0.09800925850868225,0.17837173703885237,0.17837172746658325,50,0.2,10,20,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
23,100,0.0005095271555080207,0.0005095271626487374,0.0032457745902314287,0.0032457744237035513,100,0.2,100,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
24,30,0.5666411623192542,0.5666411519050598,10.129856318038032,10.12985610961914,50,0.2,30,128,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
25,100,0.00019231136205786196,0.00019231137412134558,0.0024107403996159993,0.0024107403587549925,50,0.2,100,20,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
26,50,109.15497194878674,109.15497589111328,2367.4169921875,2367.4169921875,300,0.0,50,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
27,10,0.48225909917438786,0.4822590947151184,1.5826038745877993,1.582603931427002,10,0.2,10,50,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
28,10,0.00066556404056945,0.0006655642064288259,0.0027915686045138052,0.002791568636894226,10,0.2,10,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
29,10,6.167539347503265,6.167539596557617,0.23981845595978743,0.23981845378875732,100,0.2,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
30,10,1.0620472331472488,1.0620472431182861,5.029768356424293,5.029768466949463,100,0.0,10,128,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
