,round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
0,10,0.0015530748680569505,0.001553074922412634,0.0034026351072881595,0.003402635222300887,50,0.0,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
1,50,0.23670625248376062,0.2367062270641327,0.7100778818130493,0.7100778818130493,300,0.0,50,128,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
2,100,0.07037531229092137,0.07037530839443207,78.29247828761497,78.29247283935547,10,0.2,100,20,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
3,100,0.0006179215090335621,0.0006179214688017964,0.003750098204374852,0.003750098403543234,50,0.0,100,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
4,100,0.031953763613915616,0.03195376321673393,1.3271279335021973,1.3271279335021973,300,0.0,100,20,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
5,50,0.008320466298541492,0.008320466615259647,0.014915326032338732,0.014915326610207558,50,0.0,50,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
6,10,0.02439054034595542,0.02439054660499096,0.6893576427127224,0.6893576383590698,20,0.2,10,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
7,50,0.010475028287413913,0.01047502737492323,0.028233945190188396,0.02823394536972046,50,0.0,50,20,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
8,30,0.0036716455600553136,0.003671645652502775,0.019041602034121752,0.019041601568460464,50,0.2,30,50,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
9,10,0.002693651379291516,0.0026936514768749475,0.006249697239373822,0.00624969694763422,100,0.0,10,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
10,30,0.007395764901850592,0.00739576481282711,0.35357243159269713,0.35357242822647095,50,0.0,30,128,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
11,10,12.911825755063225,12.911825180053711,115.295654296875,115.295654296875,300,0.2,10,50,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
12,100,0.9755648856653887,0.9755648374557495,0.01635388843715191,0.01635388843715191,300,0.0,100,50,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
13,10,0.00910912111387862,0.00910912174731493,0.08511716789420111,0.0851171687245369,50,0.0,10,128,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
14,30,0.00040568218055876275,0.0004056821344420314,0.0010322091118460633,0.0010322091402485967,50,0.0,30,20,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
15,30,0.06835111693533905,0.06835111975669861,2.3899824504392693,2.389982223510742,100,0.0,30,128,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
16,50,0.01945733976112131,0.019457340240478516,0.3124359526548041,0.31243595480918884,100,0.2,50,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
17,50,0.004659142228774726,0.004659142345190048,1.4735222771225205,1.4735223054885864,100,0.0,50,50,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
18,50,0.003001485887045205,0.003001485951244831,0.002710378925170166,0.002710378961637616,50,0.0,50,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
19,100,0.00020819870170431815,0.00020819871861021966,0.001431018696166575,0.001431018696166575,300,0.0,100,128,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
20,100,0.012697572326835464,0.012697574682533741,0.7050900865032013,0.7050900459289551,50,0.2,100,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
21,10,0.002169484121944098,0.002169483806937933,0.0047289665412516835,0.0047289663925766945,50,0.0,10,50,mse,0.20000800000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
22,100,0.002600896596799002,0.002600896405056119,0.0408727303147316,0.0408727303147316,300,0.2,100,20,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
23,100,0.016212045173982486,0.016212046146392822,0.16433938413140287,0.16433939337730408,50,0.0,100,50,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
24,50,0.010251240914358813,0.010251239873468876,0.09096202900610774,0.09096202999353409,50,0.2,50,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
25,10,0.000320047610811718,0.0003200476348865777,0.0032269392072795384,0.003226939123123884,20,0.2,10,20,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
26,50,0.021059647996855134,0.02105964720249176,0.019438117630330914,0.019438117742538452,100,0.0,50,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
27,10,0.03336402085637126,0.03336401656270027,7.331361349874053,7.331361293792725,50,0.2,10,50,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
28,100,0.013171162791824079,0.013171160593628883,0.011488220777856299,0.01148821972310543,50,0.2,100,128,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
29,100,0.062225610360174495,0.062225595116615295,1.6328001755727344,1.6328002214431763,10,0.0,100,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
30,50,0.06320212441085674,0.06320212781429291,0.7534779455647411,0.753477931022644,10,0.0,50,50,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
31,30,0.016653389979824972,0.016653386875987053,121.48620502098677,121.48621368408203,10,0.2,30,50,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
32,50,0.06849912789595478,0.0684991255402565,2.6671977043151855,2.6671977043151855,300,0.0,50,128,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
33,30,0.00036564353553437875,0.000365643558325246,0.000780702946940437,0.0007807029760442674,50,0.2,30,50,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
34,50,0.00802982077071005,0.008029820397496223,0.18341267913725812,0.18341267108917236,50,0.0,50,50,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
35,50,0.003819464151199688,0.0038194649387151003,0.11675553060563124,0.11675553023815155,20,0.2,50,128,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
