,round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
0,10,3.5706648694144354,3.570664882659912,35.36979782122832,35.36980056762695,50,0.2,10,128,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
1,50,0.017610489218323318,0.017610488459467888,0.010925167001401767,0.010925167240202427,100,0.2,50,20,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
2,100,0.003808588065482952,0.0038085870910435915,0.6324999521528252,0.6324999332427979,20,0.2,100,128,mse,0.500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
3,50,0.012583935198684533,0.012583935633301735,0.04271129463226176,0.0427112951874733,10,0.2,50,128,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
4,30,0.010797767968917335,0.010797767899930477,0.01698917921226567,0.01698918081820011,50,0.2,30,20,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
5,50,0.003252673480245802,0.0032526736613363028,0.07813780754804611,0.07813780754804611,300,0.2,50,20,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
6,30,0.19757489970436803,0.19757486879825592,39.43410417934259,39.43410110473633,20,0.2,30,128,mse,0.800002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
7,100,874.8142298380534,874.8143310546875,6577.455360999475,6577.4560546875,10,0.0,100,128,mse,0.4500055,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
8,30,0.148430689903735,0.14843066036701202,0.8165642113353198,0.8165642023086548,10,0.0,30,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
9,30,0.003140883239986444,0.0031408832874149084,0.00257890968499944,0.002578909508883953,50,0.2,30,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
10,100,0.0034991593479558273,0.0034991586580872536,0.018610588068930574,0.01861058734357357,10,0.2,100,20,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
11,100,0.003340653687094649,0.003340653609484434,0.0335661917924881,0.0335661917924881,300,0.0,100,20,mse,0.2500075,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
12,100,0.00951331134678589,0.00951331201940775,0.00971489679068327,0.00971489679068327,300,0.0,100,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
13,30,0.0160911305014182,0.016091130673885345,0.521674044821292,0.5216740369796753,50,0.2,30,50,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
14,30,0.0369412523176935,0.03694125637412071,0.024946049011001985,0.024946048855781555,20,0.2,30,128,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
15,10,0.0228071812885227,0.022807182744145393,0.019553707130492117,0.019553707912564278,10,0.0,10,50,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
16,100,0.06598707742092234,0.06598708033561707,0.03590865117849973,0.03590865433216095,50,0.2,100,20,mse,0.700003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
17,50,0.09488692272592474,0.094886913895607,5.836670675911964,5.836670875549316,100,0.0,50,50,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
18,10,0.007217226912164026,0.007217227015644312,0.010331370867788792,0.010331370867788792,300,0.0,10,20,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
