,round_epochs,loss,mean_squared_error,val_loss,val_mean_squared_error,batch_size,dropout,epochs,first_neuron,losses,lr,optimizer,second_neuron
0,100,0.0860653911129575,0.0860653966665268,1.067544705934406,1.0675445795059204,50,0.2,100,128,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
1,10,11.4498098521215,11.449809074401855,189.62973434732567,189.62974548339844,100,0.2,10,128,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
2,50,0.008729774436167684,0.008729775436222553,0.01728079442830716,0.01728079468011856,10,0.0,50,50,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
3,30,0.003423166411458016,0.0034231666941195726,0.017132542966662542,0.01713254302740097,20,0.0,30,128,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
4,10,0.03325577568249069,0.03325577825307846,0.20709062631456007,0.20709063112735748,50,0.0,10,20,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
5,30,27.982308127343433,27.98230743408203,224.6556396484375,224.6556396484375,300,0.0,30,128,mse,0.9500005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
6,100,0.009500445842715427,0.009500445798039436,0.0046100192703306675,0.0046100192703306675,300,0.0,100,20,mse,0.35000650000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
7,100,0.00719987939892,0.007199880667030811,0.017653436718149954,0.017653437331318855,20,0.2,100,50,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
8,100,0.00515461674929215,0.005154616665095091,0.07533948831491588,0.07533948868513107,100,0.2,100,20,mse,0.40000600000000003,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
9,50,0.001569790517777287,0.0015697905328124762,0.013151004933607505,0.013151004910469055,100,0.0,50,128,mse,0.15000850000000002,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
10,10,7.716072547039863,7.716071605682373,148.63515600358477,148.63514709472656,100,0.2,10,128,mse,0.6500035,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
11,50,0.02402608474799023,0.02402608096599579,17.85957770827024,17.85957908630371,10,0.0,50,128,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
12,50,0.00010534923125124568,0.00010534921602811664,0.0024363833583706286,0.002436383394524455,100,0.0,50,128,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
13,10,34.96411419266704,34.964115142822266,93.49054718017578,93.49054718017578,300,0.0,10,50,mse,0.7500025,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
14,30,0.2285082044416688,0.22850821912288666,0.39697492122650146,0.39697492122650146,300,0.2,30,128,mse,1e-05,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
15,10,0.0063958502618589085,0.006395850796252489,0.05920808091296913,0.059208083897829056,100,0.2,10,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
16,30,0.29173986198607404,0.29173988103866577,2.9543002147852264,2.9543001651763916,50,0.0,30,128,mse,0.5500045,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
17,100,0.06908772195727184,0.06908770650625229,38.26535285555798,38.265350341796875,10,0.2,100,20,mse,0.9000009999999999,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20
18,100,2.4902247383716305,2.490224599838257,73.85619588577882,73.85619354248047,10,0.2,100,128,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
19,50,0.000145334580999531,0.0001453345757909119,0.0011052895855789091,0.0011052896734327078,100,0.0,50,128,mse,0.050009500000000005,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
20,100,0.007450192622029363,0.0074501922354102135,0.04008714868600324,0.04008714482188225,20,0.0,100,50,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
21,10,0.001539166943716552,0.0015391670167446136,0.0100037484395069,0.01000374834984541,20,0.0,10,128,mse,0.100009,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
22,10,0.10451448175410064,0.1045144721865654,0.5475138907106767,0.5475139021873474,100,0.0,10,128,mse,0.300007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
23,50,0.017355158643254053,0.017355158925056458,0.09765455426983767,0.0976545587182045,50,0.0,50,20,mse,0.8500015,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,50
24,10,0.055299644636821924,0.05529964342713356,0.022231972996168626,0.022231971845030785,100,0.0,10,20,mse,0.600004,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,128
