S&P500_unscaled,S&P500_monthly,scale,S&P500
67,25.0,0.25,16.75
58,25.0,0.25,14.5
75,25.0,0.25,18.75
62,25.0,0.25,15.5
67,25.0,0.25,16.75
24,25.0,0.25,6.0
16,25.0,0.25,4.0
66,25.0,0.25,16.5
64,25.0,0.25,16.0
37,25.0,0.25,9.25
54,25.0,0.25,13.5
57,25.0,0.25,14.25
9,37.0,0.37,3.33
9,37.0,0.37,3.33
27,37.0,0.37,9.99
29,37.0,0.37,10.73
19,37.0,0.37,7.03
31,37.0,0.37,11.47
26,37.0,0.37,9.62
9,37.0,0.37,3.33
12,37.0,0.37,4.4399999999999995
26,37.0,0.37,9.62
19,37.0,0.37,7.03
28,37.0,0.37,10.36
22,37.0,0.37,8.14
23,37.0,0.37,8.51
12,37.0,0.37,4.4399999999999995
8,37.0,0.37,2.96
14,37.0,0.37,5.18
18,37.0,0.37,6.66
15,37.0,0.37,5.55
34,37.0,0.37,12.58
37,37.0,0.37,13.69
24,37.0,0.37,8.879999999999999
18,37.0,0.37,6.66
100,37.0,0.37,37.0
67,37.0,0.37,24.79
62,37.0,0.37,22.94
58,37.0,0.37,21.46
58,37.0,0.37,21.46
16,37.0,0.37,5.92
10,37.0,0.37,3.7
40,37.0,0.37,14.8
93,36.0,0.36,33.48
78,36.0,0.36,28.08
67,36.0,0.36,24.119999999999997
85,36.0,0.36,30.599999999999998
32,36.0,0.36,11.52
14,36.0,0.36,5.04
32,36.0,0.36,11.52
84,36.0,0.36,30.24
72,36.0,0.36,25.919999999999998
35,36.0,0.36,12.6
48,36.0,0.36,17.28
31,36.0,0.36,11.16
31,36.0,0.36,11.16
49,36.0,0.36,17.64
72,36.0,0.36,25.919999999999998
69,36.0,0.36,24.84
72,36.0,0.36,25.919999999999998
72,36.0,0.36,25.919999999999998
27,36.0,0.36,9.719999999999999
13,36.0,0.36,4.68
75,36.0,0.36,27.0
53,36.0,0.36,19.08
61,36.0,0.36,21.96
83,36.0,0.36,29.88
61,36.0,0.36,21.96
27,36.0,0.36,9.719999999999999
22,36.0,0.36,7.92
100,36.0,0.36,36.0
41,36.0,0.36,14.76
49,36.0,0.36,17.64
93,32.0,0.32,29.76
75,32.0,0.32,24.0
46,32.0,0.32,14.72
35,32.0,0.32,11.200000000000001
69,32.0,0.32,22.080000000000002
80,32.0,0.32,25.6
78,32.0,0.32,24.96
100,32.0,0.32,32.0
71,32.0,0.32,22.72
35,32.0,0.32,11.200000000000001
28,32.0,0.32,8.96
55,32.0,0.32,17.6
77,32.0,0.32,24.64
68,32.0,0.32,21.76
90,32.0,0.32,28.8
71,32.0,0.32,22.72
17,32.0,0.32,5.44
17,32.0,0.32,5.44
71,32.0,0.32,22.72
47,32.0,0.32,15.040000000000001
62,32.0,0.32,19.84
89,32.0,0.32,28.48
81,32.0,0.32,25.92
53,32.0,0.32,16.96
44,32.0,0.32,14.08
79,32.0,0.32,25.28
74,32.0,0.32,23.68
71,32.0,0.32,22.72
77,32.0,0.32,24.64
47,32.0,0.32,15.040000000000001
36,32.0,0.32,11.52
49,27.0,0.27,13.23
55,27.0,0.27,14.850000000000001
99,27.0,0.27,26.73
83,27.0,0.27,22.41
79,27.0,0.27,21.330000000000002
54,27.0,0.27,14.580000000000002
36,27.0,0.27,9.72
35,27.0,0.27,9.450000000000001
61,27.0,0.27,16.470000000000002
100,27.0,0.27,27.0
53,27.0,0.27,14.31
89,27.0,0.27,24.03
69,27.0,0.27,18.630000000000003
72,27.0,0.27,19.44
48,27.0,0.27,12.96
99,27.0,0.27,26.73
85,27.0,0.27,22.950000000000003
55,27.0,0.27,14.850000000000001
77,27.0,0.27,20.790000000000003
83,27.0,0.27,22.41
30,27.0,0.27,8.100000000000001
44,27.0,0.27,11.88
75,27.0,0.27,20.25
48,27.0,0.27,12.96
82,27.0,0.27,22.14
72,27.0,0.27,19.44
55,27.0,0.27,14.850000000000001
48,27.0,0.27,12.96
31,27.0,0.27,8.370000000000001
63,27.0,0.27,17.01
69,32.0,0.32,22.080000000000002
38,32.0,0.32,12.16
60,32.0,0.32,19.2
48,32.0,0.32,15.36
17,32.0,0.32,5.44
21,32.0,0.32,6.72
71,32.0,0.32,22.72
50,32.0,0.32,16.0
42,32.0,0.32,13.44
72,32.0,0.32,23.04
73,32.0,0.32,23.36
21,32.0,0.32,6.72
33,32.0,0.32,10.56
56,32.0,0.32,17.92
55,32.0,0.32,17.6
77,32.0,0.32,24.64
48,32.0,0.32,15.36
63,32.0,0.32,20.16
26,32.0,0.32,8.32
17,32.0,0.32,5.44
56,32.0,0.32,17.92
100,32.0,0.32,32.0
44,32.0,0.32,14.08
67,32.0,0.32,21.44
24,32.0,0.32,7.68
22,32.0,0.32,7.04
26,32.0,0.32,8.32
69,32.0,0.32,22.080000000000002
62,32.0,0.32,19.84
59,32.0,0.32,18.88
52,32.0,0.32,16.64
40,49.0,0.49,19.6
22,49.0,0.49,10.78
26,49.0,0.49,12.74
47,49.0,0.49,23.03
51,49.0,0.49,24.99
55,49.0,0.49,26.95
63,49.0,0.49,30.87
48,49.0,0.49,23.52
31,49.0,0.49,15.19
24,49.0,0.49,11.76
49,49.0,0.49,24.009999999999998
42,49.0,0.49,20.58
63,49.0,0.49,30.87
77,49.0,0.49,37.73
93,49.0,0.49,45.57
48,49.0,0.49,23.52
20,49.0,0.49,9.8
36,49.0,0.49,17.64
55,49.0,0.49,26.95
100,49.0,0.49,49.0
74,49.0,0.49,36.26
71,49.0,0.49,34.79
13,49.0,0.49,6.37
20,49.0,0.49,9.8
43,49.0,0.49,21.07
77,49.0,0.49,37.73
49,49.0,0.49,24.009999999999998
57,49.0,0.49,27.93
46,49.0,0.49,22.54
25,49.0,0.49,12.25
20,49.0,0.49,9.8
64,48.0,0.48,30.72
63,48.0,0.48,30.24
100,48.0,0.48,48.0
49,48.0,0.48,23.52
85,48.0,0.48,40.8
40,48.0,0.48,19.2
16,48.0,0.48,7.68
80,48.0,0.48,38.4
70,48.0,0.48,33.6
91,48.0,0.48,43.68
71,48.0,0.48,34.08
64,48.0,0.48,30.72
30,48.0,0.48,14.399999999999999
40,48.0,0.48,19.2
40,48.0,0.48,19.2
77,48.0,0.48,36.96
74,48.0,0.48,35.519999999999996
68,48.0,0.48,32.64
56,48.0,0.48,26.88
23,48.0,0.48,11.04
14,48.0,0.48,6.72
72,48.0,0.48,34.56
70,48.0,0.48,33.6
56,48.0,0.48,26.88
70,48.0,0.48,33.6
68,48.0,0.48,32.64
20,48.0,0.48,9.6
31,48.0,0.48,14.879999999999999
69,48.0,0.48,33.12
78,38.0,0.38,29.64
62,38.0,0.38,23.56
78,38.0,0.38,29.64
92,38.0,0.38,34.96
27,38.0,0.38,10.26
38,38.0,0.38,14.44
63,38.0,0.38,23.94
40,38.0,0.38,15.2
89,38.0,0.38,33.82
66,38.0,0.38,25.080000000000002
84,38.0,0.38,31.92
25,38.0,0.38,9.5
30,38.0,0.38,11.4
48,38.0,0.38,18.240000000000002
60,38.0,0.38,22.8
72,38.0,0.38,27.36
79,38.0,0.38,30.02
56,38.0,0.38,21.28
22,38.0,0.38,8.36
27,38.0,0.38,10.26
78,38.0,0.38,29.64
100,38.0,0.38,38.0
89,38.0,0.38,33.82
57,38.0,0.38,21.66
38,38.0,0.38,14.44
38,38.0,0.38,14.44
26,38.0,0.38,9.88
61,38.0,0.38,23.18
58,38.0,0.38,22.04
85,38.0,0.38,32.3
46,38.0,0.38,17.48
69,32.0,0.32,22.080000000000002
40,32.0,0.32,12.8
40,32.0,0.32,12.8
50,32.0,0.32,16.0
93,32.0,0.32,29.76
62,32.0,0.32,19.84
75,32.0,0.32,24.0
69,32.0,0.32,22.080000000000002
18,32.0,0.32,5.76
18,32.0,0.32,5.76
89,32.0,0.32,28.48
57,32.0,0.32,18.240000000000002
67,32.0,0.32,21.44
94,32.0,0.32,30.080000000000002
61,32.0,0.32,19.52
32,32.0,0.32,10.24
27,32.0,0.32,8.64
66,32.0,0.32,21.12
73,32.0,0.32,23.36
74,32.0,0.32,23.68
44,32.0,0.32,14.08
56,32.0,0.32,17.92
23,32.0,0.32,7.36
22,32.0,0.32,7.04
100,32.0,0.32,32.0
34,32.0,0.32,10.88
42,32.0,0.32,13.44
43,32.0,0.32,13.76
57,32.0,0.32,18.240000000000002
68,32.0,0.32,21.76
37,34.0,0.34,12.58
67,34.0,0.34,22.78
73,34.0,0.34,24.82
75,34.0,0.34,25.500000000000004
53,34.0,0.34,18.02
67,34.0,0.34,22.78
54,34.0,0.34,18.360000000000003
44,34.0,0.34,14.96
49,34.0,0.34,16.66
53,34.0,0.34,18.02
90,34.0,0.34,30.6
81,34.0,0.34,27.540000000000003
56,34.0,0.34,19.040000000000003
13,34.0,0.34,4.42
45,34.0,0.34,15.3
100,34.0,0.34,34.0
59,34.0,0.34,20.060000000000002
76,34.0,0.34,25.840000000000003
71,34.0,0.34,24.14
72,34.0,0.34,24.48
33,34.0,0.34,11.22
30,34.0,0.34,10.200000000000001
79,34.0,0.34,26.860000000000003
68,34.0,0.34,23.12
54,34.0,0.34,18.360000000000003
82,34.0,0.34,27.880000000000003
46,34.0,0.34,15.64
27,34.0,0.34,9.180000000000001
50,34.0,0.34,17.0
50,34.0,0.34,17.0
71,34.0,0.34,24.14
27,42.0,0.42,11.34
27,42.0,0.42,11.34
28,42.0,0.42,11.76
12,42.0,0.42,5.04
8,42.0,0.42,3.36
32,42.0,0.42,13.44
16,42.0,0.42,6.72
31,42.0,0.42,13.02
23,42.0,0.42,9.66
27,42.0,0.42,11.34
13,42.0,0.42,5.46
8,42.0,0.42,3.36
21,42.0,0.42,8.82
15,42.0,0.42,6.3
18,42.0,0.42,7.56
20,42.0,0.42,8.4
27,42.0,0.42,11.34
7,42.0,0.42,2.94
0,42.0,0.42,0.0
24,42.0,0.42,10.08
17,42.0,0.42,7.14
10,42.0,0.42,4.2
22,42.0,0.42,9.24
100,42.0,0.42,42.0
39,42.0,0.42,16.38
17,42.0,0.42,7.14
31,42.0,0.42,13.02
53,42.0,0.42,22.259999999999998
37,42.0,0.42,15.54
26,42.0,0.42,10.92
82,38.0,0.38,31.16
19,38.0,0.38,7.22
30,38.0,0.38,11.4
48,38.0,0.38,18.240000000000002
74,38.0,0.38,28.12
75,38.0,0.38,28.5
87,38.0,0.38,33.06
55,38.0,0.38,20.9
42,38.0,0.38,15.96
38,38.0,0.38,14.44
89,38.0,0.38,33.82
89,38.0,0.38,33.82
76,38.0,0.38,28.88
75,38.0,0.38,28.5
100,38.0,0.38,38.0
30,38.0,0.38,11.4
17,38.0,0.38,6.46
36,38.0,0.38,13.68
40,38.0,0.38,15.2
69,38.0,0.38,26.22
74,38.0,0.38,28.12
49,38.0,0.38,18.62
19,38.0,0.38,7.22
28,38.0,0.38,10.64
54,38.0,0.38,20.52
49,38.0,0.38,18.62
54,38.0,0.38,20.52
66,38.0,0.38,25.080000000000002
45,38.0,0.38,17.1
13,38.0,0.38,4.94
20,38.0,0.38,7.6
65,31.0,0.31,20.15
64,31.0,0.31,19.84
71,31.0,0.31,22.01
66,31.0,0.31,20.46
89,31.0,0.31,27.59
27,31.0,0.31,8.37
25,31.0,0.31,7.75
54,31.0,0.31,16.74
48,31.0,0.31,14.879999999999999
100,31.0,0.31,31.0
49,31.0,0.31,15.19
45,31.0,0.31,13.95
25,31.0,0.31,7.75
14,31.0,0.31,4.34
61,31.0,0.31,18.91
75,31.0,0.31,23.25
91,31.0,0.31,28.21
51,31.0,0.31,15.81
52,31.0,0.31,16.12
38,31.0,0.31,11.78
32,31.0,0.31,9.92
40,31.0,0.31,12.4
43,31.0,0.31,13.33
42,31.0,0.31,13.02
59,31.0,0.31,18.29
70,31.0,0.31,21.7
24,31.0,0.31,7.4399999999999995
27,31.0,0.31,8.37
60,31.0,0.31,18.6
55,31.0,0.31,17.05
66,31.0,0.31,20.46
70,32.0,0.32,22.400000000000002
55,32.0,0.32,17.6
43,32.0,0.32,13.76
22,32.0,0.32,7.04
30,32.0,0.32,9.6
55,32.0,0.32,17.6
56,32.0,0.32,17.92
71,32.0,0.32,22.72
94,32.0,0.32,30.080000000000002
23,32.0,0.32,7.36
29,32.0,0.32,9.28
100,32.0,0.32,32.0
94,32.0,0.32,30.080000000000002
58,32.0,0.32,18.56
56,32.0,0.32,17.92
66,32.0,0.32,21.12
28,32.0,0.32,8.96
31,32.0,0.32,9.92
38,32.0,0.32,12.16
70,32.0,0.32,22.400000000000002
77,32.0,0.32,24.64
67,32.0,0.32,21.44
46,32.0,0.32,14.72
19,32.0,0.32,6.08
25,32.0,0.32,8.0
68,32.0,0.32,21.76
49,32.0,0.32,15.68
71,32.0,0.32,22.72
55,32.0,0.32,17.6
54,32.0,0.32,17.28
21,30.0,0.3,6.3
20,30.0,0.3,6.0
100,30.0,0.3,30.0
95,30.0,0.3,28.5
78,30.0,0.3,23.4
69,30.0,0.3,20.7
90,30.0,0.3,27.0
16,30.0,0.3,4.8
21,30.0,0.3,6.3
69,30.0,0.3,20.7
87,30.0,0.3,26.099999999999998
56,30.0,0.3,16.8
64,30.0,0.3,19.2
57,30.0,0.3,17.099999999999998
11,30.0,0.3,3.3
41,30.0,0.3,12.299999999999999
91,30.0,0.3,27.3
76,30.0,0.3,22.8
77,30.0,0.3,23.099999999999998
59,30.0,0.3,17.7
80,30.0,0.3,24.0
16,30.0,0.3,4.8
21,30.0,0.3,6.3
59,30.0,0.3,17.7
81,30.0,0.3,24.3
81,30.0,0.3,24.3
60,30.0,0.3,18.0
58,30.0,0.3,17.4
37,30.0,0.3,11.1
31,30.0,0.3,9.299999999999999
88,30.0,0.3,26.4
17,46.0,0.46,7.82
21,46.0,0.46,9.66
17,46.0,0.46,7.82
16,46.0,0.46,7.36
9,46.0,0.46,4.140000000000001
10,46.0,0.46,4.6000000000000005
27,46.0,0.46,12.42
22,46.0,0.46,10.120000000000001
100,46.0,0.46,46.0
34,46.0,0.46,15.64
22,46.0,0.46,10.120000000000001
10,46.0,0.46,4.6000000000000005
10,46.0,0.46,4.6000000000000005
15,46.0,0.46,6.9
19,46.0,0.46,8.74
13,46.0,0.46,5.98
18,46.0,0.46,8.280000000000001
13,46.0,0.46,5.98
5,46.0,0.46,2.3000000000000003
7,46.0,0.46,3.22
20,46.0,0.46,9.200000000000001
17,46.0,0.46,7.82
20,46.0,0.46,9.200000000000001
10,46.0,0.46,4.6000000000000005
15,46.0,0.46,6.9
5,46.0,0.46,2.3000000000000003
9,46.0,0.46,4.140000000000001
17,46.0,0.46,7.82
15,46.0,0.46,6.9
17,46.0,0.46,7.82
69,33.0,0.33,22.77
30,33.0,0.33,9.9
30,33.0,0.33,9.9
37,33.0,0.33,12.21
39,33.0,0.33,12.870000000000001
53,33.0,0.33,17.490000000000002
43,33.0,0.33,14.190000000000001
52,33.0,0.33,17.16
57,33.0,0.33,18.810000000000002
13,33.0,0.33,4.29
29,33.0,0.33,9.57
61,33.0,0.33,20.130000000000003
70,33.0,0.33,23.1
100,33.0,0.33,33.0
56,33.0,0.33,18.48
40,33.0,0.33,13.200000000000001
34,33.0,0.33,11.22
30,33.0,0.33,9.9
50,33.0,0.33,16.5
54,33.0,0.33,17.82
43,33.0,0.33,14.190000000000001
37,33.0,0.33,12.21
29,33.0,0.33,9.57
18,33.0,0.33,5.94
19,33.0,0.33,6.2700000000000005
26,33.0,0.33,8.58
43,33.0,0.33,14.190000000000001
37,33.0,0.33,12.21
16,33.0,0.33,5.28
52,33.0,0.33,17.16
18,33.0,0.33,5.94
16,34.0,0.34,5.44
36,34.0,0.34,12.24
60,34.0,0.34,20.400000000000002
68,34.0,0.34,23.12
46,34.0,0.34,15.64
56,34.0,0.34,19.040000000000003
31,34.0,0.34,10.540000000000001
33,34.0,0.34,11.22
62,34.0,0.34,21.080000000000002
60,34.0,0.34,20.400000000000002
57,34.0,0.34,19.380000000000003
46,34.0,0.34,15.64
64,34.0,0.34,21.76
17,34.0,0.34,5.78
23,34.0,0.34,7.82
33,34.0,0.34,11.22
59,34.0,0.34,20.060000000000002
72,34.0,0.34,24.48
66,34.0,0.34,22.44
74,34.0,0.34,25.16
24,34.0,0.34,8.16
30,34.0,0.34,10.200000000000001
49,34.0,0.34,16.66
61,34.0,0.34,20.740000000000002
82,34.0,0.34,27.880000000000003
59,34.0,0.34,20.060000000000002
52,34.0,0.34,17.68
24,34.0,0.34,8.16
23,34.0,0.34,7.82
74,34.0,0.34,25.16
100,34.0,0.34,34.0
84,36.0,0.36,30.24
56,36.0,0.36,20.16
72,36.0,0.36,25.919999999999998
12,36.0,0.36,4.32
31,36.0,0.36,11.16
54,36.0,0.36,19.439999999999998
75,36.0,0.36,27.0
73,36.0,0.36,26.279999999999998
45,36.0,0.36,16.2
86,36.0,0.36,30.959999999999997
52,36.0,0.36,18.72
31,36.0,0.36,11.16
91,36.0,0.36,32.76
93,36.0,0.36,33.48
94,36.0,0.36,33.839999999999996
100,36.0,0.36,36.0
82,36.0,0.36,29.52
40,36.0,0.36,14.399999999999999
32,36.0,0.36,11.52
48,36.0,0.36,17.28
75,36.0,0.36,27.0
100,36.0,0.36,36.0
90,36.0,0.36,32.4
68,36.0,0.36,24.48
36,36.0,0.36,12.959999999999999
47,36.0,0.36,16.919999999999998
74,36.0,0.36,26.64
65,36.0,0.36,23.4
90,42.0,0.42,37.8
70,42.0,0.42,29.4
64,42.0,0.42,26.88
51,42.0,0.42,21.419999999999998
38,42.0,0.42,15.959999999999999
82,42.0,0.42,34.44
74,42.0,0.42,31.08
68,42.0,0.42,28.56
73,42.0,0.42,30.66
67,42.0,0.42,28.14
48,42.0,0.42,20.16
33,42.0,0.42,13.86
51,42.0,0.42,21.419999999999998
55,42.0,0.42,23.099999999999998
76,42.0,0.42,31.919999999999998
44,42.0,0.42,18.48
58,42.0,0.42,24.36
33,42.0,0.42,13.86
43,42.0,0.42,18.06
46,42.0,0.42,19.32
91,42.0,0.42,38.22
100,42.0,0.42,42.0
54,42.0,0.42,22.68
65,42.0,0.42,27.3
25,42.0,0.42,10.5
20,42.0,0.42,8.4
72,42.0,0.42,30.24
59,42.0,0.42,24.779999999999998
58,42.0,0.42,24.36
59,42.0,0.42,24.779999999999998
58,42.0,0.42,24.36
44,36.0,0.36,15.84
31,36.0,0.36,11.16
77,36.0,0.36,27.72
57,36.0,0.36,20.52
59,36.0,0.36,21.24
67,36.0,0.36,24.119999999999997
46,36.0,0.36,16.56
38,36.0,0.36,13.68
23,36.0,0.36,8.28
58,36.0,0.36,20.88
73,36.0,0.36,26.279999999999998
54,36.0,0.36,19.439999999999998
69,36.0,0.36,24.84
68,36.0,0.36,24.48
21,36.0,0.36,7.56
36,36.0,0.36,12.959999999999999
78,36.0,0.36,28.08
76,36.0,0.36,27.36
100,36.0,0.36,36.0
69,36.0,0.36,24.84
57,36.0,0.36,20.52
33,36.0,0.36,11.879999999999999
27,36.0,0.36,9.719999999999999
79,36.0,0.36,28.439999999999998
81,36.0,0.36,29.16
69,36.0,0.36,24.84
66,36.0,0.36,23.759999999999998
64,36.0,0.36,23.04
26,36.0,0.36,9.36
26,36.0,0.36,9.36
52,36.0,0.36,18.72
71,36.0,0.36,25.56
39,36.0,0.36,14.04
70,36.0,0.36,25.2
50,36.0,0.36,18.0
35,36.0,0.36,12.6
23,36.0,0.36,8.28
54,36.0,0.36,19.439999999999998
69,36.0,0.36,24.84
61,36.0,0.36,21.96
78,36.0,0.36,28.08
51,36.0,0.36,18.36
29,36.0,0.36,10.44
19,36.0,0.36,6.84
51,36.0,0.36,18.36
68,36.0,0.36,24.48
74,36.0,0.36,26.64
100,36.0,0.36,36.0
56,36.0,0.36,20.16
35,36.0,0.36,12.6
19,36.0,0.36,6.84
54,36.0,0.36,19.439999999999998
43,36.0,0.36,15.479999999999999
54,36.0,0.36,19.439999999999998
47,36.0,0.36,16.919999999999998
37,36.0,0.36,13.32
27,36.0,0.36,9.719999999999999
17,36.0,0.36,6.12
25,36.0,0.36,9.0
53,36.0,0.36,19.08
48,36.0,0.36,17.28
35,36.0,0.36,12.6
45,36.0,0.36,16.2
22,36.0,0.36,7.92
15,36.0,0.36,5.3999999999999995
55,36.0,0.36,19.8
54,36.0,0.36,19.439999999999998
39,36.0,0.36,14.04
42,36.0,0.36,15.12
30,36.0,0.36,10.799999999999999
10,36.0,0.36,3.5999999999999996
12,36.0,0.36,4.32
54,36.0,0.36,19.439999999999998
46,36.0,0.36,16.56
47,36.0,0.36,16.919999999999998
100,36.0,0.36,36.0
61,36.0,0.36,21.96
38,36.0,0.36,13.68
16,36.0,0.36,5.76
37,36.0,0.36,13.32
33,36.0,0.36,11.879999999999999
38,36.0,0.36,13.68
36,36.0,0.36,12.959999999999999
53,36.0,0.36,19.08
24,36.0,0.36,8.64
12,36.0,0.36,4.32
51,36.0,0.36,18.36
57,36.0,0.36,20.52
46,36.0,0.36,16.56
52,36.0,0.36,18.72
70,36.0,0.36,25.2
24,34.0,0.34,8.16
40,34.0,0.34,13.600000000000001
85,34.0,0.34,28.900000000000002
28,34.0,0.34,9.520000000000001
81,34.0,0.34,27.540000000000003
53,34.0,0.34,18.02
47,34.0,0.34,15.98
41,34.0,0.34,13.940000000000001
32,34.0,0.34,10.88
100,34.0,0.34,34.0
62,34.0,0.34,21.080000000000002
72,34.0,0.34,24.48
88,34.0,0.34,29.92
29,34.0,0.34,9.860000000000001
24,34.0,0.34,8.16
36,34.0,0.34,12.24
66,34.0,0.34,22.44
83,34.0,0.34,28.220000000000002
79,34.0,0.34,26.860000000000003
75,34.0,0.34,25.500000000000004
68,34.0,0.34,23.12
32,34.0,0.34,10.88
16,34.0,0.34,5.44
78,34.0,0.34,26.520000000000003
52,34.0,0.34,17.68
64,34.0,0.34,21.76
68,34.0,0.34,23.12
86,34.0,0.34,29.240000000000002
40,34.0,0.34,13.600000000000001
32,34.0,0.34,10.88
85,34.0,0.34,28.900000000000002
68,42.0,0.42,28.56
69,42.0,0.42,28.98
49,42.0,0.42,20.58
70,42.0,0.42,29.4
21,42.0,0.42,8.82
26,42.0,0.42,10.92
58,42.0,0.42,24.36
64,42.0,0.42,26.88
55,42.0,0.42,23.099999999999998
66,42.0,0.42,27.72
100,42.0,0.42,42.0
16,42.0,0.42,6.72
25,42.0,0.42,10.5
65,42.0,0.42,27.3
53,42.0,0.42,22.259999999999998
54,42.0,0.42,22.68
81,42.0,0.42,34.019999999999996
78,42.0,0.42,32.76
23,42.0,0.42,9.66
32,42.0,0.42,13.44
70,42.0,0.42,29.4
63,42.0,0.42,26.459999999999997
69,42.0,0.42,28.98
77,42.0,0.42,32.339999999999996
59,42.0,0.42,24.779999999999998
34,42.0,0.42,14.28
36,42.0,0.42,15.12
44,42.0,0.42,18.48
58,42.0,0.42,24.36
73,42.0,0.42,30.66
67,42.0,0.42,28.14
63,41.0,0.41,25.83
17,41.0,0.41,6.97
27,41.0,0.41,11.069999999999999
44,41.0,0.41,18.04
73,41.0,0.41,29.93
67,41.0,0.41,27.47
43,41.0,0.41,17.63
65,41.0,0.41,26.65
23,41.0,0.41,9.43
19,41.0,0.41,7.789999999999999
76,41.0,0.41,31.159999999999997
100,41.0,0.41,41.0
84,41.0,0.41,34.44
68,41.0,0.41,27.88
38,41.0,0.41,15.579999999999998
33,41.0,0.41,13.53
38,41.0,0.41,15.579999999999998
56,41.0,0.41,22.959999999999997
61,41.0,0.41,25.009999999999998
39,41.0,0.41,15.989999999999998
54,41.0,0.41,22.139999999999997
51,41.0,0.41,20.91
19,41.0,0.41,7.789999999999999
32,41.0,0.41,13.12
69,41.0,0.41,28.29
61,41.0,0.41,25.009999999999998
59,41.0,0.41,24.189999999999998
77,41.0,0.41,31.569999999999997
59,41.0,0.41,24.189999999999998
23,41.0,0.41,9.43
48,41.0,0.41,19.68
71,41.0,0.41,29.11
70,41.0,0.41,28.7
87,41.0,0.41,35.669999999999995
70,41.0,0.41,28.7
83,41.0,0.41,34.03
30,41.0,0.41,12.299999999999999
32,41.0,0.41,13.12
54,41.0,0.41,22.139999999999997
62,41.0,0.41,25.419999999999998
100,41.0,0.41,41.0
80,41.0,0.41,32.8
74,41.0,0.41,30.34
48,41.0,0.41,19.68
30,41.0,0.41,12.299999999999999
78,41.0,0.41,31.979999999999997
88,41.0,0.41,36.08
69,41.0,0.41,28.29
64,41.0,0.41,26.24
48,41.0,0.41,19.68
32,41.0,0.41,13.12
48,41.0,0.41,19.68
83,41.0,0.41,34.03
83,41.0,0.41,34.03
79,41.0,0.41,32.39
83,41.0,0.41,34.03
77,41.0,0.41,31.569999999999997
25,41.0,0.41,10.25
44,41.0,0.41,18.04
58,41.0,0.41,23.779999999999998
98,41.0,0.41,40.18
85,46.0,0.46,39.1
61,46.0,0.46,28.060000000000002
70,46.0,0.46,32.2
26,46.0,0.46,11.96
38,46.0,0.46,17.48
81,46.0,0.46,37.260000000000005
61,46.0,0.46,28.060000000000002
82,46.0,0.46,37.72
73,46.0,0.46,33.58
67,46.0,0.46,30.82
45,46.0,0.46,20.7
41,46.0,0.46,18.86
59,46.0,0.46,27.14
64,46.0,0.46,29.44
70,46.0,0.46,32.2
92,46.0,0.46,42.32
67,46.0,0.46,30.82
42,46.0,0.46,19.32
22,46.0,0.46,10.120000000000001
53,46.0,0.46,24.380000000000003
81,46.0,0.46,37.260000000000005
48,46.0,0.46,22.080000000000002
49,46.0,0.46,22.540000000000003
46,46.0,0.46,21.16
38,46.0,0.46,17.48
35,46.0,0.46,16.1
51,46.0,0.46,23.46
99,46.0,0.46,45.54
100,46.0,0.46,46.0
82,46.0,0.46,37.72
89,42.0,0.42,37.379999999999995
39,42.0,0.42,16.38
30,42.0,0.42,12.6
85,42.0,0.42,35.699999999999996
89,42.0,0.42,37.379999999999995
60,42.0,0.42,25.2
85,42.0,0.42,35.699999999999996
70,42.0,0.42,29.4
26,42.0,0.42,10.92
36,42.0,0.42,15.12
75,42.0,0.42,31.5
94,42.0,0.42,39.48
80,42.0,0.42,33.6
65,42.0,0.42,27.3
100,42.0,0.42,42.0
35,42.0,0.42,14.7
19,42.0,0.42,7.9799999999999995
91,42.0,0.42,38.22
76,42.0,0.42,31.919999999999998
90,42.0,0.42,37.8
86,42.0,0.42,36.12
72,42.0,0.42,30.24
37,42.0,0.42,15.54
34,42.0,0.42,14.28
33,42.0,0.42,13.86
56,42.0,0.42,23.52
41,42.0,0.42,17.22
50,42.0,0.42,21.0
51,42.0,0.42,21.419999999999998
50,42.0,0.42,21.0
32,42.0,0.42,13.44
22,55.0,0.55,12.100000000000001
53,55.0,0.55,29.150000000000002
82,55.0,0.55,45.1
61,55.0,0.55,33.550000000000004
81,55.0,0.55,44.550000000000004
46,55.0,0.55,25.3
29,55.0,0.55,15.950000000000001
73,55.0,0.55,40.150000000000006
69,55.0,0.55,37.95
56,55.0,0.55,30.800000000000004
60,55.0,0.55,33.0
82,55.0,0.55,45.1
35,55.0,0.55,19.25
33,55.0,0.55,18.150000000000002
53,55.0,0.55,29.150000000000002
67,55.0,0.55,36.85
62,55.0,0.55,34.1
95,55.0,0.55,52.25000000000001
63,55.0,0.55,34.650000000000006
46,55.0,0.55,25.3
27,55.0,0.55,14.850000000000001
66,55.0,0.55,36.300000000000004
100,55.0,0.55,55.00000000000001
88,55.0,0.55,48.400000000000006
83,55.0,0.55,45.650000000000006
75,55.0,0.55,41.25
48,55.0,0.55,26.400000000000002
45,55.0,0.55,24.750000000000004
84,55.0,0.55,46.2
99,55.0,0.55,54.45
81,55.0,0.55,44.550000000000004
22,100.0,1.0,22.0
27,100.0,1.0,27.0
13,100.0,1.0,13.0
13,100.0,1.0,13.0
51,100.0,1.0,51.0
100,100.0,1.0,100.0
64,100.0,1.0,64.0
59,100.0,1.0,59.0
62,100.0,1.0,62.0
