S&P500_unscaled,S&P500_monthly,scale,S&P500
79,25.0,0.25,19.75
38,25.0,0.25,9.5
44,25.0,0.25,11.0
52,25.0,0.25,13.0
79,25.0,0.25,19.75
30,25.0,0.25,7.5
60,25.0,0.25,15.0
46,25.0,0.25,11.5
12,25.0,0.25,3.0
24,25.0,0.25,6.0
63,25.0,0.25,15.75
88,25.0,0.25,22.0
49,25.0,0.25,12.25
55,25.0,0.25,13.75
78,25.0,0.25,19.5
7,37.0,0.37,2.59
11,37.0,0.37,4.07
24,37.0,0.37,8.879999999999999
30,37.0,0.37,11.1
15,37.0,0.37,5.55
21,37.0,0.37,7.77
28,37.0,0.37,10.36
11,37.0,0.37,4.07
14,37.0,0.37,5.18
24,37.0,0.37,8.879999999999999
18,37.0,0.37,6.66
39,37.0,0.37,14.43
15,37.0,0.37,5.55
9,37.0,0.37,3.33
4,37.0,0.37,1.48
7,37.0,0.37,2.59
6,37.0,0.37,2.2199999999999998
15,37.0,0.37,5.55
9,37.0,0.37,3.33
32,37.0,0.37,11.84
46,37.0,0.37,17.02
7,37.0,0.37,2.59
10,37.0,0.37,3.7
100,37.0,0.37,37.0
60,37.0,0.37,22.2
55,37.0,0.37,20.35
41,37.0,0.37,15.17
30,37.0,0.37,11.1
14,37.0,0.37,5.18
10,37.0,0.37,3.7
23,37.0,0.37,8.51
100,34.0,0.34,34.0
72,34.0,0.34,24.48
94,34.0,0.34,31.96
87,34.0,0.34,29.580000000000002
40,34.0,0.34,13.600000000000001
20,34.0,0.34,6.800000000000001
26,34.0,0.34,8.84
70,34.0,0.34,23.8
70,34.0,0.34,23.8
79,34.0,0.34,26.860000000000003
70,34.0,0.34,23.8
44,34.0,0.34,14.96
43,34.0,0.34,14.620000000000001
61,34.0,0.34,20.740000000000002
41,34.0,0.34,13.940000000000001
54,34.0,0.34,18.360000000000003
79,34.0,0.34,26.860000000000003
86,34.0,0.34,29.240000000000002
20,34.0,0.34,6.800000000000001
24,34.0,0.34,8.16
85,34.0,0.34,28.900000000000002
70,34.0,0.34,23.8
50,34.0,0.34,17.0
72,34.0,0.34,24.48
66,34.0,0.34,22.44
25,34.0,0.34,8.5
48,34.0,0.34,16.32
97,34.0,0.34,32.980000000000004
85,34.0,0.34,28.900000000000002
69,34.0,0.34,23.46
74,31.0,0.31,22.94
70,31.0,0.31,21.7
26,31.0,0.31,8.06
34,31.0,0.31,10.54
80,31.0,0.31,24.8
65,31.0,0.31,20.15
73,31.0,0.31,22.63
44,31.0,0.31,13.64
46,31.0,0.31,14.26
0,31.0,0.31,0.0
9,31.0,0.31,2.79
38,31.0,0.31,11.78
80,31.0,0.31,24.8
51,31.0,0.31,15.81
52,31.0,0.31,16.12
38,31.0,0.31,11.78
0,31.0,0.31,0.0
8,31.0,0.31,2.48
80,31.0,0.31,24.8
64,31.0,0.31,19.84
51,31.0,0.31,15.81
97,31.0,0.31,30.07
100,31.0,0.31,31.0
60,31.0,0.31,18.6
25,31.0,0.31,7.75
50,31.0,0.31,15.5
73,31.0,0.31,22.63
36,31.0,0.31,11.16
37,31.0,0.31,11.47
39,31.0,0.31,12.09
9,31.0,0.31,2.79
15,26.0,0.26,3.9000000000000004
42,26.0,0.26,10.92
100,26.0,0.26,26.0
46,26.0,0.26,11.96
59,26.0,0.26,15.34
35,26.0,0.26,9.1
44,26.0,0.26,11.440000000000001
29,26.0,0.26,7.54
66,26.0,0.26,17.16
66,26.0,0.26,17.16
43,26.0,0.26,11.18
52,26.0,0.26,13.52
70,26.0,0.26,18.2
39,26.0,0.26,10.14
43,26.0,0.26,11.18
58,26.0,0.26,15.08
41,26.0,0.26,10.66
42,26.0,0.26,10.92
68,26.0,0.26,17.68
92,26.0,0.26,23.92
20,26.0,0.26,5.2
10,26.0,0.26,2.6
75,26.0,0.26,19.5
79,26.0,0.26,20.54
59,26.0,0.26,15.34
44,26.0,0.26,11.440000000000001
27,26.0,0.26,7.0200000000000005
48,26.0,0.26,12.48
19,26.0,0.26,4.94
32,26.0,0.26,8.32
89,30.0,0.3,26.7
37,30.0,0.3,11.1
43,30.0,0.3,12.9
17,30.0,0.3,5.1
32,30.0,0.3,9.6
19,30.0,0.3,5.7
38,30.0,0.3,11.4
60,30.0,0.3,18.0
32,30.0,0.3,9.6
49,30.0,0.3,14.7
73,30.0,0.3,21.9
12,30.0,0.3,3.5999999999999996
19,30.0,0.3,5.7
48,30.0,0.3,14.399999999999999
66,30.0,0.3,19.8
100,30.0,0.3,30.0
45,30.0,0.3,13.5
48,30.0,0.3,14.399999999999999
7,30.0,0.3,2.1
33,30.0,0.3,9.9
63,30.0,0.3,18.9
64,30.0,0.3,19.2
31,30.0,0.3,9.299999999999999
27,30.0,0.3,8.1
22,30.0,0.3,6.6
20,30.0,0.3,6.0
20,30.0,0.3,6.0
59,30.0,0.3,17.7
53,30.0,0.3,15.899999999999999
36,30.0,0.3,10.799999999999999
20,30.0,0.3,6.0
51,46.0,0.46,23.46
20,46.0,0.46,9.200000000000001
16,46.0,0.46,7.36
48,46.0,0.46,22.080000000000002
41,46.0,0.46,18.86
63,46.0,0.46,28.98
63,46.0,0.46,28.98
66,46.0,0.46,30.360000000000003
27,46.0,0.46,12.42
13,46.0,0.46,5.98
63,46.0,0.46,28.98
42,46.0,0.46,19.32
49,46.0,0.46,22.540000000000003
68,46.0,0.46,31.28
100,46.0,0.46,46.0
41,46.0,0.46,18.86
18,46.0,0.46,8.280000000000001
35,46.0,0.46,16.1
82,46.0,0.46,37.72
92,46.0,0.46,42.32
86,46.0,0.46,39.56
64,46.0,0.46,29.44
19,46.0,0.46,8.74
13,46.0,0.46,5.98
40,46.0,0.46,18.400000000000002
54,46.0,0.46,24.84
63,46.0,0.46,28.98
57,46.0,0.46,26.220000000000002
36,46.0,0.46,16.560000000000002
16,46.0,0.46,7.36
16,46.0,0.46,7.36
84,45.0,0.45,37.800000000000004
67,45.0,0.45,30.150000000000002
95,45.0,0.45,42.75
55,45.0,0.45,24.75
85,45.0,0.45,38.25
35,45.0,0.45,15.75
12,45.0,0.45,5.4
86,45.0,0.45,38.7
96,45.0,0.45,43.2
83,45.0,0.45,37.35
98,45.0,0.45,44.1
63,45.0,0.45,28.35
38,45.0,0.45,17.1
26,45.0,0.45,11.700000000000001
44,45.0,0.45,19.8
87,45.0,0.45,39.15
64,45.0,0.45,28.8
74,45.0,0.45,33.300000000000004
62,45.0,0.45,27.900000000000002
34,45.0,0.45,15.3
19,45.0,0.45,8.55
95,45.0,0.45,42.75
92,45.0,0.45,41.4
80,45.0,0.45,36.0
67,45.0,0.45,30.150000000000002
70,45.0,0.45,31.5
19,45.0,0.45,8.55
23,45.0,0.45,10.35
100,45.0,0.45,45.0
64,37.0,0.37,23.68
46,37.0,0.37,17.02
47,37.0,0.37,17.39
60,37.0,0.37,22.2
33,37.0,0.37,12.209999999999999
33,37.0,0.37,12.209999999999999
52,37.0,0.37,19.24
47,37.0,0.37,17.39
100,37.0,0.37,37.0
47,37.0,0.37,17.39
62,37.0,0.37,22.94
14,37.0,0.37,5.18
27,37.0,0.37,9.99
58,37.0,0.37,21.46
82,37.0,0.37,30.34
59,37.0,0.37,21.83
77,37.0,0.37,28.49
62,37.0,0.37,22.94
20,37.0,0.37,7.4
33,37.0,0.37,12.209999999999999
30,37.0,0.37,11.1
72,37.0,0.37,26.64
61,37.0,0.37,22.57
38,37.0,0.37,14.06
33,37.0,0.37,12.209999999999999
7,37.0,0.37,2.59
50,37.0,0.37,18.5
25,37.0,0.37,9.25
47,37.0,0.37,17.39
89,37.0,0.37,32.93
65,37.0,0.37,24.05
51,34.0,0.34,17.34
26,34.0,0.34,8.84
19,34.0,0.34,6.460000000000001
55,34.0,0.34,18.700000000000003
100,34.0,0.34,34.0
52,34.0,0.34,17.68
65,34.0,0.34,22.1
58,34.0,0.34,19.720000000000002
26,34.0,0.34,8.84
44,34.0,0.34,14.96
62,34.0,0.34,21.080000000000002
64,34.0,0.34,21.76
65,34.0,0.34,22.1
59,34.0,0.34,20.060000000000002
37,34.0,0.34,12.58
23,34.0,0.34,7.82
18,34.0,0.34,6.12
52,34.0,0.34,17.68
58,34.0,0.34,19.720000000000002
69,34.0,0.34,23.46
49,34.0,0.34,16.66
65,34.0,0.34,22.1
19,34.0,0.34,6.460000000000001
15,34.0,0.34,5.1000000000000005
38,34.0,0.34,12.920000000000002
45,34.0,0.34,15.3
39,34.0,0.34,13.260000000000002
63,34.0,0.34,21.42
48,34.0,0.34,16.32
30,34.0,0.34,10.200000000000001
21,31.0,0.31,6.51
36,31.0,0.31,11.16
71,31.0,0.31,22.01
68,31.0,0.31,21.08
37,31.0,0.31,11.47
72,31.0,0.31,22.32
21,31.0,0.31,6.51
42,31.0,0.31,13.02
58,31.0,0.31,17.98
70,31.0,0.31,21.7
60,31.0,0.31,18.6
79,31.0,0.31,24.49
30,31.0,0.31,9.3
25,31.0,0.31,7.75
29,31.0,0.31,8.99
100,31.0,0.31,31.0
53,31.0,0.31,16.43
68,31.0,0.31,21.08
79,31.0,0.31,24.49
71,31.0,0.31,22.01
25,31.0,0.31,7.75
17,31.0,0.31,5.27
46,31.0,0.31,14.26
71,31.0,0.31,22.01
40,31.0,0.31,12.4
38,31.0,0.31,11.78
42,31.0,0.31,13.02
21,31.0,0.31,6.51
21,31.0,0.31,6.51
52,31.0,0.31,16.12
54,31.0,0.31,16.74
34,38.0,0.38,12.92
29,38.0,0.38,11.02
25,38.0,0.38,9.5
3,38.0,0.38,1.1400000000000001
10,38.0,0.38,3.8
35,38.0,0.38,13.3
23,38.0,0.38,8.74
23,38.0,0.38,8.74
32,38.0,0.38,12.16
20,38.0,0.38,7.6
10,38.0,0.38,3.8
13,38.0,0.38,4.94
20,38.0,0.38,7.6
17,38.0,0.38,6.46
19,38.0,0.38,7.22
25,38.0,0.38,9.5
25,38.0,0.38,9.5
10,38.0,0.38,3.8
7,38.0,0.38,2.66
17,38.0,0.38,6.46
21,38.0,0.38,7.98
13,38.0,0.38,4.94
25,38.0,0.38,9.5
100,38.0,0.38,38.0
29,38.0,0.38,11.02
13,38.0,0.38,4.94
48,38.0,0.38,18.240000000000002
43,38.0,0.38,16.34
33,38.0,0.38,12.540000000000001
42,38.0,0.38,15.96
100,37.0,0.37,37.0
17,37.0,0.37,6.29
34,37.0,0.37,12.58
27,37.0,0.37,9.99
73,37.0,0.37,27.009999999999998
64,37.0,0.37,23.68
47,37.0,0.37,17.39
41,37.0,0.37,15.17
32,37.0,0.37,11.84
38,37.0,0.37,14.06
81,37.0,0.37,29.97
60,37.0,0.37,22.2
51,37.0,0.37,18.87
38,37.0,0.37,14.06
65,37.0,0.37,24.05
31,37.0,0.37,11.47
11,37.0,0.37,4.07
42,37.0,0.37,15.54
42,37.0,0.37,15.54
55,37.0,0.37,20.35
34,37.0,0.37,12.58
65,37.0,0.37,24.05
32,37.0,0.37,11.84
25,37.0,0.37,9.25
48,37.0,0.37,17.759999999999998
38,37.0,0.37,14.06
60,37.0,0.37,22.2
61,37.0,0.37,22.57
34,37.0,0.37,12.58
7,37.0,0.37,2.59
17,37.0,0.37,6.29
56,30.0,0.3,16.8
91,30.0,0.3,27.3
52,30.0,0.3,15.6
44,30.0,0.3,13.2
76,30.0,0.3,22.8
11,30.0,0.3,3.3
16,30.0,0.3,4.8
72,30.0,0.3,21.599999999999998
49,30.0,0.3,14.7
100,30.0,0.3,30.0
60,30.0,0.3,18.0
38,30.0,0.3,11.4
21,30.0,0.3,6.3
11,30.0,0.3,3.3
62,30.0,0.3,18.599999999999998
78,30.0,0.3,23.4
51,30.0,0.3,15.299999999999999
65,30.0,0.3,19.5
38,30.0,0.3,11.4
16,30.0,0.3,4.8
21,30.0,0.3,6.3
64,30.0,0.3,19.2
55,30.0,0.3,16.5
49,30.0,0.3,14.7
100,30.0,0.3,30.0
63,30.0,0.3,18.9
40,30.0,0.3,12.0
50,30.0,0.3,15.0
85,30.0,0.3,25.5
55,30.0,0.3,16.5
90,30.0,0.3,27.0
62,31.0,0.31,19.22
49,31.0,0.31,15.19
13,31.0,0.31,4.03
17,31.0,0.31,5.27
37,31.0,0.31,11.47
47,31.0,0.31,14.57
18,31.0,0.31,5.58
59,31.0,0.31,18.29
57,31.0,0.31,17.669999999999998
26,31.0,0.31,8.06
38,31.0,0.31,11.78
100,31.0,0.31,31.0
72,31.0,0.31,22.32
54,31.0,0.31,16.74
66,31.0,0.31,20.46
38,31.0,0.31,11.78
45,31.0,0.31,13.95
24,31.0,0.31,7.4399999999999995
42,31.0,0.31,13.02
57,31.0,0.31,17.669999999999998
50,31.0,0.31,15.5
44,31.0,0.31,13.64
67,31.0,0.31,20.77
17,31.0,0.31,5.27
12,31.0,0.31,3.7199999999999998
49,31.0,0.31,15.19
25,31.0,0.31,7.75
39,31.0,0.31,12.09
72,31.0,0.31,22.32
52,31.0,0.31,16.12
28,28.0,0.28,7.840000000000001
18,28.0,0.28,5.040000000000001
65,28.0,0.28,18.200000000000003
86,28.0,0.28,24.080000000000002
70,28.0,0.28,19.6
46,28.0,0.28,12.88
51,28.0,0.28,14.280000000000001
14,28.0,0.28,3.9200000000000004
0,28.0,0.28,0.0
54,28.0,0.28,15.120000000000001
74,28.0,0.28,20.720000000000002
46,28.0,0.28,12.88
91,28.0,0.28,25.480000000000004
73,28.0,0.28,20.44
38,28.0,0.28,10.64
37,28.0,0.28,10.360000000000001
53,28.0,0.28,14.840000000000002
56,28.0,0.28,15.680000000000001
57,28.0,0.28,15.96
69,28.0,0.28,19.32
51,28.0,0.28,14.280000000000001
19,28.0,0.28,5.32
19,28.0,0.28,5.32
73,28.0,0.28,20.44
81,28.0,0.28,22.680000000000003
57,28.0,0.28,15.96
50,28.0,0.28,14.000000000000002
65,28.0,0.28,18.200000000000003
24,28.0,0.28,6.720000000000001
33,28.0,0.28,9.24
100,28.0,0.28,28.000000000000004
15,46.0,0.46,6.9
20,46.0,0.46,9.200000000000001
19,46.0,0.46,8.74
20,46.0,0.46,9.200000000000001
5,46.0,0.46,2.3000000000000003
10,46.0,0.46,4.6000000000000005
19,46.0,0.46,8.74
18,46.0,0.46,8.280000000000001
100,46.0,0.46,46.0
34,46.0,0.46,15.64
21,46.0,0.46,9.66
12,46.0,0.46,5.5200000000000005
10,46.0,0.46,4.6000000000000005
17,46.0,0.46,7.82
21,46.0,0.46,9.66
22,46.0,0.46,10.120000000000001
13,46.0,0.46,5.98
19,46.0,0.46,8.74
4,46.0,0.46,1.84
6,46.0,0.46,2.7600000000000002
14,46.0,0.46,6.44
13,46.0,0.46,5.98
20,46.0,0.46,9.200000000000001
11,46.0,0.46,5.0600000000000005
13,46.0,0.46,5.98
6,46.0,0.46,2.7600000000000002
7,46.0,0.46,3.22
13,46.0,0.46,5.98
16,46.0,0.46,7.36
18,46.0,0.46,8.280000000000001
76,32.0,0.32,24.32
52,32.0,0.32,16.64
43,32.0,0.32,13.76
62,32.0,0.32,19.84
63,32.0,0.32,20.16
37,32.0,0.32,11.84
74,32.0,0.32,23.68
64,32.0,0.32,20.48
92,32.0,0.32,29.44
15,32.0,0.32,4.8
21,32.0,0.32,6.72
31,32.0,0.32,9.92
100,32.0,0.32,32.0
100,32.0,0.32,32.0
70,32.0,0.32,22.400000000000002
54,32.0,0.32,17.28
22,32.0,0.32,7.04
15,32.0,0.32,4.8
45,32.0,0.32,14.4
26,32.0,0.32,8.32
27,32.0,0.32,8.64
27,32.0,0.32,8.64
43,32.0,0.32,13.76
40,32.0,0.32,12.8
8,32.0,0.32,2.56
50,32.0,0.32,16.0
20,32.0,0.32,6.4
34,32.0,0.32,10.88
27,32.0,0.32,8.64
64,32.0,0.32,20.48
39,32.0,0.32,12.48
21,35.0,0.35,7.35
31,35.0,0.35,10.85
76,35.0,0.35,26.599999999999998
49,35.0,0.35,17.15
63,35.0,0.35,22.049999999999997
61,35.0,0.35,21.349999999999998
51,35.0,0.35,17.849999999999998
29,35.0,0.35,10.149999999999999
63,35.0,0.35,22.049999999999997
80,35.0,0.35,28.0
63,35.0,0.35,22.049999999999997
70,35.0,0.35,24.5
69,35.0,0.35,24.15
11,35.0,0.35,3.8499999999999996
25,35.0,0.35,8.75
38,35.0,0.35,13.299999999999999
31,35.0,0.35,10.85
53,35.0,0.35,18.549999999999997
53,35.0,0.35,18.549999999999997
58,35.0,0.35,20.299999999999997
25,35.0,0.35,8.75
14,35.0,0.35,4.8999999999999995
53,35.0,0.35,18.549999999999997
75,35.0,0.35,26.25
78,35.0,0.35,27.299999999999997
75,35.0,0.35,26.25
46,35.0,0.35,16.099999999999998
40,35.0,0.35,14.0
14,35.0,0.35,4.8999999999999995
65,35.0,0.35,22.75
100,35.0,0.35,35.0
68,36.0,0.36,24.48
41,36.0,0.36,14.76
49,36.0,0.36,17.64
36,36.0,0.36,12.959999999999999
21,36.0,0.36,7.56
44,36.0,0.36,15.84
56,36.0,0.36,20.16
69,36.0,0.36,24.84
60,36.0,0.36,21.599999999999998
79,36.0,0.36,28.439999999999998
44,36.0,0.36,15.84
25,36.0,0.36,9.0
80,36.0,0.36,28.799999999999997
85,36.0,0.36,30.599999999999998
57,36.0,0.36,20.52
72,36.0,0.36,25.919999999999998
57,36.0,0.36,20.52
43,36.0,0.36,15.479999999999999
36,36.0,0.36,12.959999999999999
35,36.0,0.36,12.6
65,36.0,0.36,23.4
100,36.0,0.36,36.0
92,36.0,0.36,33.12
68,36.0,0.36,24.48
11,36.0,0.36,3.96
35,36.0,0.36,12.6
76,36.0,0.36,27.36
74,36.0,0.36,26.64
97,43.0,0.43,41.71
49,43.0,0.43,21.07
54,43.0,0.43,23.22
22,43.0,0.43,9.459999999999999
29,43.0,0.43,12.47
66,43.0,0.43,28.38
59,43.0,0.43,25.37
64,43.0,0.43,27.52
59,43.0,0.43,25.37
42,43.0,0.43,18.06
41,43.0,0.43,17.63
29,43.0,0.43,12.47
47,43.0,0.43,20.21
43,43.0,0.43,18.49
62,43.0,0.43,26.66
50,43.0,0.43,21.5
35,43.0,0.43,15.049999999999999
28,43.0,0.43,12.04
30,43.0,0.43,12.9
24,43.0,0.43,10.32
100,43.0,0.43,43.0
74,43.0,0.43,31.82
46,43.0,0.43,19.78
45,43.0,0.43,19.35
28,43.0,0.43,12.04
27,43.0,0.43,11.61
43,43.0,0.43,18.49
70,43.0,0.43,30.099999999999998
48,43.0,0.43,20.64
44,43.0,0.43,18.919999999999998
45,43.0,0.43,19.35
19,37.0,0.37,7.03
25,37.0,0.37,9.25
48,37.0,0.37,17.759999999999998
65,37.0,0.37,24.05
46,37.0,0.37,17.02
60,37.0,0.37,22.2
34,37.0,0.37,12.58
28,37.0,0.37,10.36
22,37.0,0.37,8.14
46,37.0,0.37,17.02
39,37.0,0.37,14.43
78,37.0,0.37,28.86
55,37.0,0.37,20.35
37,37.0,0.37,13.69
16,37.0,0.37,5.92
23,37.0,0.37,8.51
53,37.0,0.37,19.61
54,37.0,0.37,19.98
37,37.0,0.37,13.69
55,37.0,0.37,20.35
57,37.0,0.37,21.09
34,37.0,0.37,12.58
24,37.0,0.37,8.879999999999999
100,37.0,0.37,37.0
56,37.0,0.37,20.72
56,37.0,0.37,20.72
62,37.0,0.37,22.94
68,37.0,0.37,25.16
25,37.0,0.37,9.25
16,37.0,0.37,5.92
69,37.0,0.37,25.53
52,37.0,0.37,19.24
46,37.0,0.37,17.02
44,37.0,0.37,16.28
46,37.0,0.37,17.02
30,37.0,0.37,11.1
27,37.0,0.37,9.99
55,37.0,0.37,20.35
52,37.0,0.37,19.24
76,37.0,0.37,28.12
60,37.0,0.37,22.2
67,37.0,0.37,24.79
27,37.0,0.37,9.99
34,37.0,0.37,12.58
49,37.0,0.37,18.13
81,37.0,0.37,29.97
97,37.0,0.37,35.89
100,37.0,0.37,37.0
79,37.0,0.37,29.23
33,37.0,0.37,12.209999999999999
29,37.0,0.37,10.73
62,37.0,0.37,22.94
64,37.0,0.37,23.68
50,37.0,0.37,18.5
51,37.0,0.37,18.87
30,37.0,0.37,11.1
26,37.0,0.37,9.62
26,37.0,0.37,9.62
39,37.0,0.37,14.43
52,37.0,0.37,19.24
52,37.0,0.37,19.24
56,35.0,0.35,19.599999999999998
77,35.0,0.35,26.95
30,35.0,0.35,10.5
33,35.0,0.35,11.549999999999999
83,35.0,0.35,29.049999999999997
92,35.0,0.35,32.199999999999996
49,35.0,0.35,17.15
85,35.0,0.35,29.749999999999996
79,35.0,0.35,27.65
26,35.0,0.35,9.1
30,35.0,0.35,10.5
88,35.0,0.35,30.799999999999997
67,35.0,0.35,23.45
54,35.0,0.35,18.9
100,35.0,0.35,35.0
72,35.0,0.35,25.2
26,35.0,0.35,9.1
26,35.0,0.35,9.1
61,35.0,0.35,21.349999999999998
49,35.0,0.35,17.15
70,35.0,0.35,24.5
70,35.0,0.35,24.5
58,35.0,0.35,20.299999999999997
29,35.0,0.35,10.149999999999999
26,35.0,0.35,9.1
48,35.0,0.35,16.799999999999997
52,35.0,0.35,18.2
82,35.0,0.35,28.7
59,35.0,0.35,20.65
70,35.0,0.35,24.5
17,37.0,0.37,6.29
29,37.0,0.37,10.73
99,37.0,0.37,36.63
41,37.0,0.37,15.17
70,37.0,0.37,25.9
66,37.0,0.37,24.419999999999998
87,37.0,0.37,32.19
34,37.0,0.37,12.58
25,37.0,0.37,9.25
100,37.0,0.37,37.0
64,37.0,0.37,23.68
68,37.0,0.37,25.16
91,37.0,0.37,33.67
59,37.0,0.37,21.83
25,37.0,0.37,9.25
34,37.0,0.37,12.58
87,37.0,0.37,32.19
64,37.0,0.37,23.68
97,37.0,0.37,35.89
68,37.0,0.37,25.16
60,37.0,0.37,22.2
21,37.0,0.37,7.77
16,37.0,0.37,5.92
67,37.0,0.37,24.79
78,37.0,0.37,28.86
77,37.0,0.37,28.49
71,37.0,0.37,26.27
74,37.0,0.37,27.38
41,37.0,0.37,15.17
25,37.0,0.37,9.25
84,37.0,0.37,31.08
72,40.0,0.4,28.8
67,40.0,0.4,26.8
50,40.0,0.4,20.0
84,40.0,0.4,33.6
32,40.0,0.4,12.8
39,40.0,0.4,15.600000000000001
62,40.0,0.4,24.8
60,40.0,0.4,24.0
49,40.0,0.4,19.6
84,40.0,0.4,33.6
98,40.0,0.4,39.2
35,40.0,0.4,14.0
19,40.0,0.4,7.6000000000000005
75,40.0,0.4,30.0
97,40.0,0.4,38.800000000000004
80,40.0,0.4,32.0
81,40.0,0.4,32.4
87,40.0,0.4,34.800000000000004
34,40.0,0.4,13.600000000000001
42,40.0,0.4,16.8
95,40.0,0.4,38.0
63,40.0,0.4,25.200000000000003
100,40.0,0.4,40.0
77,40.0,0.4,30.8
60,40.0,0.4,24.0
31,40.0,0.4,12.4
64,40.0,0.4,25.6
64,40.0,0.4,25.6
88,40.0,0.4,35.2
70,40.0,0.4,28.0
53,40.0,0.4,21.200000000000003
56,40.0,0.4,22.400000000000002
12,40.0,0.4,4.800000000000001
34,40.0,0.4,13.600000000000001
27,40.0,0.4,10.8
88,40.0,0.4,35.2
59,40.0,0.4,23.6
47,40.0,0.4,18.8
57,40.0,0.4,22.8
30,40.0,0.4,12.0
23,40.0,0.4,9.200000000000001
74,40.0,0.4,29.6
82,40.0,0.4,32.800000000000004
59,40.0,0.4,23.6
65,40.0,0.4,26.0
56,40.0,0.4,22.400000000000002
15,40.0,0.4,6.0
35,40.0,0.4,14.0
62,40.0,0.4,24.8
43,40.0,0.4,17.2
75,40.0,0.4,30.0
47,40.0,0.4,18.8
60,40.0,0.4,24.0
18,40.0,0.4,7.2
35,40.0,0.4,14.0
56,40.0,0.4,22.400000000000002
100,40.0,0.4,40.0
75,40.0,0.4,30.0
57,40.0,0.4,22.8
60,40.0,0.4,24.0
18,40.0,0.4,7.2
29,42.0,0.42,12.18
62,42.0,0.42,26.04
82,42.0,0.42,34.44
60,42.0,0.42,25.2
89,42.0,0.42,37.379999999999995
72,42.0,0.42,30.24
33,42.0,0.42,13.86
25,42.0,0.42,10.5
56,42.0,0.42,23.52
55,42.0,0.42,23.099999999999998
53,42.0,0.42,22.259999999999998
71,42.0,0.42,29.82
82,42.0,0.42,34.44
22,42.0,0.42,9.24
18,42.0,0.42,7.56
100,42.0,0.42,42.0
69,42.0,0.42,28.98
50,42.0,0.42,21.0
54,42.0,0.42,22.68
46,42.0,0.42,19.32
43,42.0,0.42,18.06
42,42.0,0.42,17.64
59,42.0,0.42,24.779999999999998
74,42.0,0.42,31.08
68,42.0,0.42,28.56
69,42.0,0.42,28.98
69,42.0,0.42,28.98
18,42.0,0.42,7.56
28,42.0,0.42,11.76
50,42.0,0.42,21.0
63,42.0,0.42,26.459999999999997
73,39.0,0.39,28.470000000000002
52,39.0,0.39,20.28
100,39.0,0.39,39.0
31,39.0,0.39,12.09
31,39.0,0.39,12.09
47,39.0,0.39,18.330000000000002
45,39.0,0.39,17.55
53,39.0,0.39,20.67
75,39.0,0.39,29.25
45,39.0,0.39,17.55
39,39.0,0.39,15.21
33,39.0,0.39,12.870000000000001
42,39.0,0.39,16.38
67,39.0,0.39,26.130000000000003
54,39.0,0.39,21.060000000000002
66,39.0,0.39,25.740000000000002
61,39.0,0.39,23.79
36,39.0,0.39,14.040000000000001
23,39.0,0.39,8.97
40,39.0,0.39,15.600000000000001
54,39.0,0.39,21.060000000000002
47,39.0,0.39,18.330000000000002
30,39.0,0.39,11.700000000000001
30,39.0,0.39,11.700000000000001
20,39.0,0.39,7.800000000000001
20,39.0,0.39,7.800000000000001
37,39.0,0.39,14.43
78,39.0,0.39,30.42
88,39.0,0.39,34.32
59,39.0,0.39,23.01
65,40.0,0.4,26.0
52,40.0,0.4,20.8
38,40.0,0.4,15.200000000000001
44,40.0,0.4,17.6
100,40.0,0.4,40.0
62,40.0,0.4,24.8
85,40.0,0.4,34.0
47,40.0,0.4,18.8
26,40.0,0.4,10.4
45,40.0,0.4,18.0
94,40.0,0.4,37.6
89,40.0,0.4,35.6
61,40.0,0.4,24.400000000000002
75,40.0,0.4,30.0
65,40.0,0.4,26.0
26,40.0,0.4,10.4
33,40.0,0.4,13.200000000000001
92,40.0,0.4,36.800000000000004
64,40.0,0.4,25.6
47,40.0,0.4,18.8
61,40.0,0.4,24.400000000000002
51,40.0,0.4,20.400000000000002
35,40.0,0.4,14.0
44,40.0,0.4,17.6
44,40.0,0.4,17.6
32,40.0,0.4,12.8
36,40.0,0.4,14.4
49,40.0,0.4,19.6
63,40.0,0.4,25.200000000000003
53,40.0,0.4,21.200000000000003
42,40.0,0.4,16.8
36,52.0,0.52,18.72
79,52.0,0.52,41.08
82,52.0,0.52,42.64
67,52.0,0.52,34.84
66,52.0,0.52,34.32
45,52.0,0.52,23.400000000000002
38,52.0,0.52,19.76
97,52.0,0.52,50.440000000000005
70,52.0,0.52,36.4
70,52.0,0.52,36.4
44,52.0,0.52,22.880000000000003
65,52.0,0.52,33.800000000000004
30,52.0,0.52,15.600000000000001
49,52.0,0.52,25.48
43,52.0,0.52,22.36
74,52.0,0.52,38.480000000000004
83,52.0,0.52,43.160000000000004
84,52.0,0.52,43.68
55,52.0,0.52,28.6
41,52.0,0.52,21.32
38,52.0,0.52,19.76
73,52.0,0.52,37.96
86,52.0,0.52,44.72
95,52.0,0.52,49.4
70,52.0,0.52,36.4
80,52.0,0.52,41.6
49,52.0,0.52,25.48
22,52.0,0.52,11.440000000000001
84,52.0,0.52,43.68
100,52.0,0.52,52.0
85,52.0,0.52,44.2
25,100.0,1.0,25.0
24,100.0,1.0,24.0
21,100.0,1.0,21.0
15,100.0,1.0,15.0
57,100.0,1.0,57.0
100,100.0,1.0,100.0
72,100.0,1.0,72.0
58,100.0,1.0,58.0
67,100.0,1.0,67.0
25,100.0,1.0,25.0
11,100.0,1.0,11.0
