S&P500_unscaled,S&P500_monthly,scale,S&P500
43,100.0,1.0,43.0
40,100.0,1.0,40.0
41,100.0,1.0,41.0
33,100.0,1.0,33.0
29,100.0,1.0,29.0
17,100.0,1.0,17.0
10,100.0,1.0,10.0
15,100.0,1.0,15.0
28,100.0,1.0,28.0
35,100.0,1.0,35.0
27,100.0,1.0,27.0
17,100.0,1.0,17.0
15,100.0,1.0,15.0
6,100.0,1.0,6.0
21,100.0,1.0,21.0
25,100.0,1.0,25.0
24,100.0,1.0,24.0
65,70.0,0.7,45.5
98,70.0,0.7,68.6
37,70.0,0.7,25.9
29,70.0,0.7,20.299999999999997
56,70.0,0.7,39.199999999999996
57,70.0,0.7,39.9
79,70.0,0.7,55.3
56,70.0,0.7,39.199999999999996
59,70.0,0.7,41.3
41,70.0,0.7,28.7
13,70.0,0.7,9.1
64,70.0,0.7,44.8
73,70.0,0.7,51.099999999999994
59,70.0,0.7,41.3
66,70.0,0.7,46.199999999999996
52,70.0,0.7,36.4
15,70.0,0.7,10.5
18,70.0,0.7,12.6
63,70.0,0.7,44.099999999999994
51,70.0,0.7,35.699999999999996
45,70.0,0.7,31.499999999999996
85,70.0,0.7,59.49999999999999
89,70.0,0.7,62.3
43,70.0,0.7,30.099999999999998
30,70.0,0.7,21.0
81,70.0,0.7,56.699999999999996
100,70.0,0.7,70.0
69,70.0,0.7,48.3
78,70.0,0.7,54.599999999999994
53,70.0,0.7,37.099999999999994
23,70.0,0.7,16.099999999999998
15,56.0,0.56,8.4
87,56.0,0.56,48.720000000000006
83,56.0,0.56,46.480000000000004
100,56.0,0.56,56.00000000000001
61,56.0,0.56,34.160000000000004
87,56.0,0.56,48.720000000000006
39,56.0,0.56,21.840000000000003
14,56.0,0.56,7.840000000000001
72,56.0,0.56,40.32000000000001
75,56.0,0.56,42.00000000000001
60,56.0,0.56,33.6
63,56.0,0.56,35.28
57,56.0,0.56,31.92
33,56.0,0.56,18.48
24,56.0,0.56,13.440000000000001
73,56.0,0.56,40.88
51,56.0,0.56,28.560000000000002
78,56.0,0.56,43.68000000000001
56,56.0,0.56,31.360000000000003
39,56.0,0.56,21.840000000000003
25,56.0,0.56,14.000000000000002
14,56.0,0.56,7.840000000000001
62,56.0,0.56,34.720000000000006
35,56.0,0.56,19.6
59,56.0,0.56,33.040000000000006
44,56.0,0.56,24.64
73,56.0,0.56,40.88
21,56.0,0.56,11.760000000000002
23,56.0,0.56,12.88
49,56.0,0.56,27.44
48,48.0,0.48,23.04
51,48.0,0.48,24.48
76,48.0,0.48,36.48
56,48.0,0.48,26.88
32,48.0,0.48,15.36
21,48.0,0.48,10.08
77,48.0,0.48,36.96
80,48.0,0.48,38.4
43,48.0,0.48,20.64
48,48.0,0.48,23.04
63,48.0,0.48,30.24
37,48.0,0.48,17.759999999999998
29,48.0,0.48,13.92
59,48.0,0.48,28.32
55,48.0,0.48,26.4
72,48.0,0.48,34.56
71,48.0,0.48,34.08
54,48.0,0.48,25.919999999999998
18,48.0,0.48,8.64
19,48.0,0.48,9.12
51,48.0,0.48,24.48
62,48.0,0.48,29.759999999999998
61,48.0,0.48,29.279999999999998
64,48.0,0.48,30.72
55,48.0,0.48,26.4
24,48.0,0.48,11.52
26,48.0,0.48,12.48
57,48.0,0.48,27.36
76,48.0,0.48,36.48
66,48.0,0.48,31.68
100,48.0,0.48,48.0
54,48.0,0.48,25.919999999999998
24,48.0,0.48,11.52
23,48.0,0.48,11.04
47,48.0,0.48,22.56
66,48.0,0.48,31.68
60,48.0,0.48,28.799999999999997
69,48.0,0.48,33.12
60,48.0,0.48,28.799999999999997
36,48.0,0.48,17.28
34,48.0,0.48,16.32
56,48.0,0.48,26.88
92,48.0,0.48,44.16
59,48.0,0.48,28.32
64,48.0,0.48,30.72
73,48.0,0.48,35.04
13,48.0,0.48,6.24
20,48.0,0.48,9.6
53,48.0,0.48,25.439999999999998
65,48.0,0.48,31.2
61,48.0,0.48,29.279999999999998
84,48.0,0.48,40.32
53,48.0,0.48,25.439999999999998
46,48.0,0.48,22.08
33,48.0,0.48,15.84
100,48.0,0.48,48.0
81,48.0,0.48,38.879999999999995
69,48.0,0.48,33.12
58,48.0,0.48,27.84
74,48.0,0.48,35.519999999999996
36,48.0,0.48,17.28
31,49.0,0.49,15.19
27,49.0,0.49,13.23
70,49.0,0.49,34.3
44,49.0,0.49,21.56
51,49.0,0.49,24.99
43,49.0,0.49,21.07
26,49.0,0.49,12.74
44,49.0,0.49,21.56
30,49.0,0.49,14.7
100,49.0,0.49,49.0
61,49.0,0.49,29.89
51,49.0,0.49,24.99
37,49.0,0.49,18.13
14,49.0,0.49,6.859999999999999
31,49.0,0.49,15.19
63,49.0,0.49,30.87
51,49.0,0.49,24.99
47,49.0,0.49,23.03
28,49.0,0.49,13.719999999999999
53,49.0,0.49,25.97
36,49.0,0.49,17.64
27,49.0,0.49,13.23
35,49.0,0.49,17.15
63,49.0,0.49,30.87
74,49.0,0.49,36.26
62,49.0,0.49,30.38
76,49.0,0.49,37.24
22,49.0,0.49,10.78
18,49.0,0.49,8.82
39,49.0,0.49,19.11
72,49.0,0.49,35.28
72,53.0,0.53,38.160000000000004
100,53.0,0.53,53.0
44,53.0,0.53,23.32
29,53.0,0.53,15.370000000000001
34,53.0,0.53,18.02
72,53.0,0.53,38.160000000000004
42,53.0,0.53,22.26
50,53.0,0.53,26.5
60,53.0,0.53,31.8
61,53.0,0.53,32.33
29,53.0,0.53,15.370000000000001
14,53.0,0.53,7.42
55,53.0,0.53,29.150000000000002
76,53.0,0.53,40.28
61,53.0,0.53,32.33
65,53.0,0.53,34.45
70,53.0,0.53,37.1
30,53.0,0.53,15.9
39,53.0,0.53,20.67
65,53.0,0.53,34.45
99,53.0,0.53,52.470000000000006
79,53.0,0.53,41.870000000000005
95,53.0,0.53,50.35
72,53.0,0.53,38.160000000000004
24,53.0,0.53,12.72
20,53.0,0.53,10.600000000000001
93,53.0,0.53,49.29
96,53.0,0.53,50.88
76,53.0,0.53,40.28
76,53.0,0.53,40.28
44,53.0,0.53,23.32
43,50.0,0.5,21.5
17,50.0,0.5,8.5
40,50.0,0.5,20.0
90,50.0,0.5,45.0
77,50.0,0.5,38.5
91,50.0,0.5,45.5
69,50.0,0.5,34.5
33,50.0,0.5,16.5
16,50.0,0.5,8.0
100,50.0,0.5,50.0
100,50.0,0.5,50.0
90,50.0,0.5,45.0
58,50.0,0.5,29.0
85,50.0,0.5,42.5
27,50.0,0.5,13.5
55,50.0,0.5,27.5
61,50.0,0.5,30.5
67,50.0,0.5,33.5
91,50.0,0.5,45.5
95,50.0,0.5,47.5
88,50.0,0.5,44.0
39,50.0,0.5,19.5
16,50.0,0.5,8.0
57,50.0,0.5,28.5
81,50.0,0.5,40.5
94,50.0,0.5,47.0
68,50.0,0.5,34.0
60,50.0,0.5,30.0
28,50.0,0.5,14.0
43,50.0,0.5,21.5
32,84.0,0.84,26.88
30,84.0,0.84,25.2
29,84.0,0.84,24.36
31,84.0,0.84,26.04
30,84.0,0.84,25.2
12,84.0,0.84,10.08
14,84.0,0.84,11.76
18,84.0,0.84,15.12
50,84.0,0.84,42.0
44,84.0,0.84,36.96
100,84.0,0.84,84.0
75,84.0,0.84,63.0
30,84.0,0.84,25.2
25,84.0,0.84,21.0
75,84.0,0.84,63.0
35,84.0,0.84,29.4
35,84.0,0.84,29.4
41,84.0,0.84,34.44
48,84.0,0.84,40.32
21,84.0,0.84,17.64
17,84.0,0.84,14.28
27,84.0,0.84,22.68
61,84.0,0.84,51.239999999999995
73,84.0,0.84,61.32
82,84.0,0.84,68.88
68,84.0,0.84,57.12
22,84.0,0.84,18.48
30,84.0,0.84,25.2
45,84.0,0.84,37.8
57,84.0,0.84,47.879999999999995
48,84.0,0.84,40.32
100,76.0,0.76,76.0
64,76.0,0.76,48.64
32,76.0,0.76,24.32
29,76.0,0.76,22.04
67,76.0,0.76,50.92
60,76.0,0.76,45.6
90,76.0,0.76,68.4
73,76.0,0.76,55.480000000000004
80,76.0,0.76,60.8
28,76.0,0.76,21.28
16,76.0,0.76,12.16
69,76.0,0.76,52.44
83,76.0,0.76,63.08
92,76.0,0.76,69.92
63,76.0,0.76,47.88
90,76.0,0.76,68.4
26,76.0,0.76,19.76
28,76.0,0.76,21.28
68,76.0,0.76,51.68
97,76.0,0.76,73.72
80,76.0,0.76,60.8
54,76.0,0.76,41.04
54,76.0,0.76,41.04
29,76.0,0.76,22.04
18,76.0,0.76,13.68
47,76.0,0.76,35.72
64,76.0,0.76,48.64
70,76.0,0.76,53.2
64,76.0,0.76,48.64
76,76.0,0.76,57.76
26,94.0,0.94,24.439999999999998
9,94.0,0.94,8.459999999999999
44,94.0,0.94,41.36
40,94.0,0.94,37.599999999999994
58,94.0,0.94,54.519999999999996
72,94.0,0.94,67.67999999999999
51,94.0,0.94,47.94
35,94.0,0.94,32.9
21,94.0,0.94,19.74
80,94.0,0.94,75.19999999999999
54,94.0,0.94,50.76
54,94.0,0.94,50.76
31,94.0,0.94,29.139999999999997
30,94.0,0.94,28.2
24,94.0,0.94,22.56
19,94.0,0.94,17.86
69,94.0,0.94,64.86
49,94.0,0.94,46.059999999999995
60,94.0,0.94,56.4
52,94.0,0.94,48.879999999999995
93,94.0,0.94,87.42
41,94.0,0.94,38.54
20,94.0,0.94,18.799999999999997
86,94.0,0.94,80.83999999999999
73,94.0,0.94,68.61999999999999
78,94.0,0.94,73.32
100,94.0,0.94,94.0
58,94.0,0.94,54.519999999999996
29,94.0,0.94,27.259999999999998
14,94.0,0.94,13.16
45,94.0,0.94,42.3
16,80.0,0.8,12.8
87,80.0,0.8,69.60000000000001
86,80.0,0.8,68.8
100,80.0,0.8,80.0
32,80.0,0.8,25.6
19,80.0,0.8,15.200000000000001
80,80.0,0.8,64.0
90,80.0,0.8,72.0
83,80.0,0.8,66.4
66,80.0,0.8,52.800000000000004
60,80.0,0.8,48.0
37,80.0,0.8,29.6
24,80.0,0.8,19.200000000000003
58,80.0,0.8,46.400000000000006
56,80.0,0.8,44.800000000000004
81,80.0,0.8,64.8
70,80.0,0.8,56.0
66,80.0,0.8,52.800000000000004
43,80.0,0.8,34.4
15,80.0,0.8,12.0
35,80.0,0.8,28.0
52,80.0,0.8,41.6
59,80.0,0.8,47.2
53,80.0,0.8,42.400000000000006
40,80.0,0.8,32.0
12,80.0,0.8,9.600000000000001
26,80.0,0.8,20.8
38,80.0,0.8,30.400000000000002
48,80.0,0.8,38.400000000000006
55,80.0,0.8,44.0
53,80.0,0.8,42.400000000000006
48,69.0,0.69,33.12
34,69.0,0.69,23.459999999999997
17,69.0,0.69,11.729999999999999
89,69.0,0.69,61.41
76,69.0,0.69,52.44
88,69.0,0.69,60.72
95,69.0,0.69,65.55
76,69.0,0.69,52.44
36,69.0,0.69,24.839999999999996
35,69.0,0.69,24.15
81,69.0,0.69,55.88999999999999
64,69.0,0.69,44.16
67,69.0,0.69,46.23
86,69.0,0.69,59.339999999999996
100,69.0,0.69,69.0
38,69.0,0.69,26.22
34,69.0,0.69,23.459999999999997
48,69.0,0.69,33.12
82,69.0,0.69,56.58
81,69.0,0.69,55.88999999999999
99,69.0,0.69,68.30999999999999
82,69.0,0.69,56.58
38,69.0,0.69,26.22
44,69.0,0.69,30.36
85,69.0,0.69,58.65
92,69.0,0.69,63.48
84,69.0,0.69,57.959999999999994
64,69.0,0.69,44.16
74,71.0,0.71,52.54
20,71.0,0.71,14.2
36,71.0,0.71,25.56
51,71.0,0.71,36.21
62,71.0,0.71,44.019999999999996
79,71.0,0.71,56.089999999999996
86,71.0,0.71,61.059999999999995
62,71.0,0.71,44.019999999999996
22,71.0,0.71,15.62
18,71.0,0.71,12.78
78,71.0,0.71,55.379999999999995
66,71.0,0.71,46.86
95,71.0,0.71,67.45
51,71.0,0.71,36.21
58,71.0,0.71,41.18
38,71.0,0.71,26.979999999999997
24,71.0,0.71,17.04
64,71.0,0.71,45.44
86,71.0,0.71,61.059999999999995
78,71.0,0.71,55.379999999999995
74,71.0,0.71,52.54
100,71.0,0.71,71.0
32,71.0,0.71,22.72
49,71.0,0.71,34.79
81,71.0,0.71,57.51
98,71.0,0.71,69.58
95,71.0,0.71,67.45
86,71.0,0.71,61.059999999999995
56,71.0,0.71,39.76
43,71.0,0.71,30.529999999999998
28,71.0,0.71,19.88
94,70.0,0.7,65.8
100,70.0,0.7,70.0
100,70.0,0.7,70.0
82,70.0,0.7,57.4
70,70.0,0.7,49.0
52,70.0,0.7,36.4
54,70.0,0.7,37.8
98,70.0,0.7,68.6
81,70.0,0.7,56.699999999999996
79,70.0,0.7,55.3
60,70.0,0.7,42.0
93,70.0,0.7,65.1
49,70.0,0.7,34.3
34,70.0,0.7,23.799999999999997
83,70.0,0.7,58.099999999999994
85,70.0,0.7,59.49999999999999
80,70.0,0.7,56.0
62,70.0,0.7,43.4
53,70.0,0.7,37.099999999999994
19,70.0,0.7,13.299999999999999
22,70.0,0.7,15.399999999999999
83,70.0,0.7,58.099999999999994
100,70.0,0.7,70.0
100,70.0,0.7,70.0
97,70.0,0.7,67.89999999999999
85,70.0,0.7,59.49999999999999
34,70.0,0.7,23.799999999999997
32,70.0,0.7,22.4
67,70.0,0.7,46.9
84,70.0,0.7,58.8
48,76.0,0.76,36.480000000000004
48,76.0,0.76,36.480000000000004
42,76.0,0.76,31.92
8,76.0,0.76,6.08
21,76.0,0.76,15.96
54,76.0,0.76,41.04
73,76.0,0.76,55.480000000000004
69,76.0,0.76,52.44
70,76.0,0.76,53.2
45,76.0,0.76,34.2
39,76.0,0.76,29.64
25,76.0,0.76,19.0
74,76.0,0.76,56.24
100,76.0,0.76,76.0
58,76.0,0.76,44.08
68,76.0,0.76,51.68
22,76.0,0.76,16.72
47,76.0,0.76,35.72
8,76.0,0.76,6.08
59,76.0,0.76,44.84
56,76.0,0.76,42.56
45,76.0,0.76,34.2
61,76.0,0.76,46.36
47,76.0,0.76,35.72
14,76.0,0.76,10.64
22,76.0,0.76,16.72
22,76.0,0.76,16.72
40,76.0,0.76,30.4
44,76.0,0.76,33.44
63,76.0,0.76,47.88
68,76.0,0.76,51.68
77,66.0,0.66,50.82
33,66.0,0.66,21.78
87,66.0,0.66,57.42
88,66.0,0.66,58.080000000000005
96,66.0,0.66,63.36
48,66.0,0.66,31.68
65,66.0,0.66,42.9
34,66.0,0.66,22.44
25,66.0,0.66,16.5
95,66.0,0.66,62.7
73,66.0,0.66,48.18
74,66.0,0.66,48.84
66,66.0,0.66,43.56
68,66.0,0.66,44.88
34,66.0,0.66,22.44
46,66.0,0.66,30.360000000000003
78,66.0,0.66,51.480000000000004
99,66.0,0.66,65.34
81,66.0,0.66,53.46
98,66.0,0.66,64.68
100,66.0,0.66,66.0
25,66.0,0.66,16.5
43,66.0,0.66,28.380000000000003
77,66.0,0.66,50.82
92,66.0,0.66,60.720000000000006
54,66.0,0.66,35.64
58,66.0,0.66,38.28
58,66.0,0.66,38.28
35,66.0,0.66,23.1
17,66.0,0.66,11.22
94,74.0,0.74,69.56
65,74.0,0.74,48.1
78,74.0,0.74,57.72
60,74.0,0.74,44.4
76,74.0,0.74,56.24
27,74.0,0.74,19.98
51,74.0,0.74,37.74
78,74.0,0.74,57.72
71,74.0,0.74,52.54
100,74.0,0.74,74.0
92,74.0,0.74,68.08
93,74.0,0.74,68.82
38,74.0,0.74,28.12
25,74.0,0.74,18.5
74,74.0,0.74,54.76
94,74.0,0.74,69.56
81,74.0,0.74,59.94
79,74.0,0.74,58.46
80,74.0,0.74,59.2
30,74.0,0.74,22.2
30,74.0,0.74,22.2
78,74.0,0.74,57.72
66,74.0,0.74,48.839999999999996
85,74.0,0.74,62.9
69,74.0,0.74,51.06
59,74.0,0.74,43.66
38,74.0,0.74,28.12
42,74.0,0.74,31.08
50,74.0,0.74,37.0
71,74.0,0.74,52.54
96,74.0,0.74,71.03999999999999
65,99.0,0.99,64.35
53,99.0,0.99,52.47
23,99.0,0.99,22.77
15,99.0,0.99,14.85
79,99.0,0.99,78.21
100,99.0,0.99,99.0
74,99.0,0.99,73.26
63,99.0,0.99,62.37
52,99.0,0.99,51.48
19,99.0,0.99,18.81
14,99.0,0.99,13.86
47,99.0,0.99,46.53
81,99.0,0.99,80.19
89,99.0,0.99,88.11
79,99.0,0.99,78.21
60,99.0,0.99,59.4
23,99.0,0.99,22.77
24,99.0,0.99,23.759999999999998
51,99.0,0.99,50.49
55,99.0,0.99,54.45
44,99.0,0.99,43.56
46,99.0,0.99,45.54
62,99.0,0.99,61.38
33,99.0,0.99,32.67
26,99.0,0.99,25.74
48,99.0,0.99,47.519999999999996
46,99.0,0.99,45.54
59,99.0,0.99,58.41
52,99.0,0.99,51.48
52,99.0,0.99,51.48
15,99.0,0.99,14.85
40,75.0,0.75,30.0
54,75.0,0.75,40.5
79,75.0,0.75,59.25
80,75.0,0.75,60.0
81,75.0,0.75,60.75
65,75.0,0.75,48.75
29,75.0,0.75,21.75
49,75.0,0.75,36.75
68,75.0,0.75,51.0
83,75.0,0.75,62.25
84,75.0,0.75,63.0
75,75.0,0.75,56.25
41,75.0,0.75,30.75
47,75.0,0.75,35.25
39,75.0,0.75,29.25
71,75.0,0.75,53.25
100,75.0,0.75,75.0
66,75.0,0.75,49.5
78,75.0,0.75,58.5
70,75.0,0.75,52.5
47,75.0,0.75,35.25
36,75.0,0.75,27.0
72,75.0,0.75,54.0
71,75.0,0.75,53.25
85,75.0,0.75,63.75
94,75.0,0.75,70.5
70,75.0,0.75,52.5
45,75.0,0.75,33.75
27,75.0,0.75,20.25
67,75.0,0.75,50.25
71,83.0,0.83,58.93
100,83.0,0.83,83.0
91,83.0,0.83,75.53
64,83.0,0.83,53.12
30,83.0,0.83,24.9
28,83.0,0.83,23.24
78,83.0,0.83,64.74
76,83.0,0.83,63.08
80,83.0,0.83,66.39999999999999
73,83.0,0.83,60.589999999999996
88,83.0,0.83,73.03999999999999
29,83.0,0.83,24.07
28,83.0,0.83,23.24
81,83.0,0.83,67.22999999999999
77,83.0,0.83,63.91
79,83.0,0.83,65.57
87,83.0,0.83,72.21
55,83.0,0.83,45.65
36,83.0,0.83,29.88
27,83.0,0.83,22.41
60,83.0,0.83,49.8
68,83.0,0.83,56.44
76,83.0,0.83,63.08
71,83.0,0.83,58.93
72,83.0,0.83,59.76
40,83.0,0.83,33.199999999999996
33,83.0,0.83,27.389999999999997
73,83.0,0.83,60.589999999999996
89,83.0,0.83,73.86999999999999
83,83.0,0.83,68.89
85,83.0,0.83,70.55
71,75.0,0.75,53.25
33,75.0,0.75,24.75
13,75.0,0.75,9.75
98,75.0,0.75,73.5
82,75.0,0.75,61.5
82,75.0,0.75,61.5
89,75.0,0.75,66.75
69,75.0,0.75,51.75
47,75.0,0.75,35.25
36,75.0,0.75,27.0
59,75.0,0.75,44.25
81,75.0,0.75,60.75
97,75.0,0.75,72.75
70,75.0,0.75,52.5
64,75.0,0.75,48.0
61,75.0,0.75,45.75
51,75.0,0.75,38.25
76,75.0,0.75,57.0
100,75.0,0.75,75.0
69,75.0,0.75,51.75
96,75.0,0.75,72.0
87,75.0,0.75,65.25
27,75.0,0.75,20.25
23,75.0,0.75,17.25
77,75.0,0.75,57.75
64,75.0,0.75,48.0
91,75.0,0.75,68.25
66,75.0,0.75,49.5
33,75.0,0.75,24.75
23,75.0,0.75,17.25
