us economy bad_unscaled,us economy bad_monthly,scale,us economy bad
51,45.0,0.45,22.95
59,45.0,0.45,26.55
0,45.0,0.45,0.0
49,45.0,0.45,22.05
67,48.0,0.48,32.16
33,48.0,0.48,15.84
34,48.0,0.48,16.32
0,48.0,0.48,0.0
39,48.0,0.48,18.72
0,48.0,0.48,0.0
0,48.0,0.48,0.0
68,48.0,0.48,32.64
34,48.0,0.48,16.32
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
33,48.0,0.48,15.84
0,48.0,0.48,0.0
33,48.0,0.48,15.84
0,48.0,0.48,0.0
0,48.0,0.48,0.0
38,48.0,0.48,18.24
38,48.0,0.48,18.24
0,48.0,0.48,0.0
64,48.0,0.48,30.72
33,48.0,0.48,15.84
100,48.0,0.48,48.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
33,48.0,0.48,15.84
33,48.0,0.48,15.84
33,48.0,0.48,15.84
34,48.0,0.48,16.32
43,57.0,0.57,24.509999999999998
91,57.0,0.57,51.87
44,57.0,0.57,25.08
40,57.0,0.57,22.799999999999997
39,57.0,0.57,22.229999999999997
39,57.0,0.57,22.229999999999997
40,57.0,0.57,22.799999999999997
41,57.0,0.57,23.369999999999997
45,57.0,0.57,25.65
44,57.0,0.57,25.08
0,57.0,0.57,0.0
39,57.0,0.57,22.229999999999997
0,57.0,0.57,0.0
0,57.0,0.57,0.0
41,57.0,0.57,23.369999999999997
89,57.0,0.57,50.73
46,57.0,0.57,26.22
78,57.0,0.57,44.459999999999994
39,57.0,0.57,22.229999999999997
100,57.0,0.57,56.99999999999999
41,57.0,0.57,23.369999999999997
42,57.0,0.57,23.939999999999998
0,57.0,0.57,0.0
0,57.0,0.57,0.0
39,57.0,0.57,22.229999999999997
80,57.0,0.57,45.599999999999994
53,57.0,0.57,30.209999999999997
41,57.0,0.57,23.369999999999997
40,57.0,0.57,22.799999999999997
0,57.0,0.57,0.0
